OrderId,Return_reason
OR-068369,Damaged item
OR-043711,Incorrect item shipped
OR-007047,No longer needed
OR-077328,No longer needed
OR-044974,Received wrong quantity
OR-023390,Better price found elsewhere
OR-119454,Damaged item
OR-024119,Incorrect item shipped
OR-015362,Better price found elsewhere
OR-070490,Product no longer wanted
OR-035194,Changed mind
OR-043426,Incorrect item shipped
OR-084720,Poor customer service
OR-001717,Delayed delivery
OR-099741,Incorrect item shipped
OR-020013,Item not as described
OR-107197,Better price found elsewhere
OR-117034,Changed mind
OR-069723,Product no longer wanted
OR-048635,Poor customer service
OR-034288,Changed mind
OR-085867,Delayed delivery
OR-087887,Incorrect item shipped
OR-012755,No longer needed
OR-010773,Received wrong quantity
OR-094206,Received wrong quantity
OR-031801,No longer needed
OR-018821,Changed mind
OR-057238,Delayed delivery
OR-011442,Item not as described
OR-087295,Poor customer service
OR-046079,Item not as described
OR-012639,Received wrong quantity
OR-096491,Damaged item
OR-095144,Better price found elsewhere
OR-018421,Incorrect item shipped
OR-064370,Delayed delivery
OR-037965,Changed mind
OR-012597,Received wrong quantity
OR-043551,Product no longer wanted
OR-099739,Received wrong quantity
OR-107637,Changed mind
OR-053099,No longer needed
OR-059505,Delayed delivery
OR-030757,Product no longer wanted
OR-115769,Item not as described
OR-045282,Delayed delivery
OR-042047,Changed mind
OR-056248,Item not as described
OR-124571,Changed mind
OR-012757,Changed mind
OR-065216,Delayed delivery
OR-025469,Incorrect item shipped
OR-058694,Changed mind
OR-107406,Poor customer service
OR-075401,Delayed delivery
OR-063373,Damaged item
OR-114534,Item not as described
OR-106664,Incorrect item shipped
OR-016642,Item not as described
OR-092467,Better price found elsewhere
OR-062560,Poor customer service
OR-016859,Damaged item
OR-056175,Incorrect item shipped
OR-046033,Damaged item
OR-095957,Incorrect item shipped
OR-026375,Poor customer service
OR-105506,Incorrect item shipped
OR-100894,Damaged item
OR-023469,Better price found elsewhere
OR-099356,Received wrong quantity
OR-116984,Changed mind
OR-125270,Product no longer wanted
OR-002952,Product no longer wanted
OR-049008,Poor customer service
OR-084679,Delayed delivery
OR-081646,Product no longer wanted
OR-055845,Damaged item
OR-071740,Poor customer service
OR-004458,Product no longer wanted
OR-049062,Poor customer service
OR-100787,Changed mind
OR-112076,Item not as described
OR-017585,Better price found elsewhere
OR-028766,Received wrong quantity
OR-069712,No longer needed
OR-078066,Item not as described
OR-067399,Incorrect item shipped
OR-044994,Delayed delivery
OR-080410,Received wrong quantity
OR-027068,Delayed delivery
OR-051899,No longer needed
OR-043348,Changed mind
OR-108472,Item not as described
OR-037087,Product no longer wanted
OR-065590,Changed mind
OR-120828,Received wrong quantity
OR-100433,Delayed delivery
OR-000840,Product no longer wanted
OR-108487,Changed mind
OR-002793,Poor customer service
OR-013734,Received wrong quantity
OR-053707,Received wrong quantity
OR-028289,Item not as described
OR-044049,Product no longer wanted
OR-041486,Changed mind
OR-118119,Item not as described
OR-040051,Better price found elsewhere
OR-021474,Changed mind
OR-103304,No longer needed
OR-117848,Poor customer service
OR-040767,Poor customer service
OR-042264,Product no longer wanted
OR-016487,Product no longer wanted
OR-056292,Damaged item
OR-106389,Damaged item
OR-022975,No longer needed
OR-006235,Delayed delivery
OR-107334,Item not as described
OR-071334,Delayed delivery
OR-099495,Product no longer wanted
OR-102028,Received wrong quantity
OR-090231,No longer needed
OR-112889,Poor customer service
OR-062527,Product no longer wanted
OR-031721,Changed mind
OR-024450,Delayed delivery
OR-084725,Incorrect item shipped
OR-123337,Better price found elsewhere
OR-018837,Damaged item
OR-092032,Poor customer service
OR-023518,Received wrong quantity
OR-091358,Delayed delivery
OR-109679,Damaged item
OR-033765,Delayed delivery
OR-091508,Better price found elsewhere
OR-121702,Poor customer service
OR-061942,Delayed delivery
OR-093465,Damaged item
OR-112231,Better price found elsewhere
OR-070368,Incorrect item shipped
OR-020292,Damaged item
OR-068372,Product no longer wanted
OR-101463,Changed mind
OR-108127,Item not as described
OR-053547,No longer needed
OR-104015,Changed mind
OR-110353,Changed mind
OR-100062,Received wrong quantity
OR-091498,Poor customer service
OR-107194,Damaged item
OR-109776,Incorrect item shipped
OR-044853,No longer needed
OR-106612,Delayed delivery
OR-092533,Item not as described
OR-051697,Poor customer service
OR-015951,Received wrong quantity
OR-009073,Damaged item
OR-015220,No longer needed
OR-094697,Poor customer service
OR-111888,Damaged item
OR-073963,Product no longer wanted
OR-098572,Item not as described
OR-098294,No longer needed
OR-003102,No longer needed
OR-029588,Product no longer wanted
OR-065577,Delayed delivery
OR-036691,No longer needed
OR-015307,Poor customer service
OR-009349,No longer needed
OR-080810,Item not as described
OR-048221,Damaged item
OR-088581,Changed mind
OR-043979,Item not as described
OR-029533,Delayed delivery
OR-009349,Poor customer service
OR-119295,Damaged item
OR-037457,Better price found elsewhere
OR-026791,No longer needed
OR-104879,Product no longer wanted
OR-090520,Poor customer service
OR-093874,Incorrect item shipped
OR-049599,Incorrect item shipped
OR-049409,Product no longer wanted
OR-112708,Product no longer wanted
OR-034635,Product no longer wanted
OR-003454,Better price found elsewhere
OR-117812,Incorrect item shipped
OR-106827,Received wrong quantity
OR-110452,Poor customer service
OR-031495,Better price found elsewhere
OR-075503,Damaged item
OR-050474,Delayed delivery
OR-053539,Item not as described
OR-124607,Item not as described
OR-008947,Better price found elsewhere
OR-055062,Poor customer service
OR-001333,Item not as described
OR-031181,Damaged item
OR-041461,Received wrong quantity
OR-080702,Better price found elsewhere
OR-068710,Incorrect item shipped
OR-090642,Better price found elsewhere
OR-025017,Damaged item
OR-106660,Received wrong quantity
OR-119005,Product no longer wanted
OR-078158,Product no longer wanted
OR-028374,No longer needed
OR-028226,Item not as described
OR-100717,Better price found elsewhere
OR-059563,Item not as described
OR-039415,No longer needed
OR-116353,No longer needed
OR-034064,Poor customer service
OR-093207,Received wrong quantity
OR-023793,Better price found elsewhere
OR-016094,Changed mind
OR-041355,Incorrect item shipped
OR-047828,Damaged item
OR-020444,Product no longer wanted
OR-008407,Better price found elsewhere
OR-043126,Better price found elsewhere
OR-055402,Product no longer wanted
OR-120225,Poor customer service
OR-063908,Damaged item
OR-090029,Delayed delivery
OR-074872,No longer needed
OR-014540,Better price found elsewhere
OR-125084,Changed mind
OR-100116,Incorrect item shipped
OR-067256,Better price found elsewhere
OR-040252,Item not as described
OR-025847,No longer needed
OR-025546,No longer needed
OR-077962,Product no longer wanted
OR-107607,Damaged item
OR-024041,Delayed delivery
OR-082230,Received wrong quantity
OR-098930,Item not as described
OR-107441,Poor customer service
OR-020305,Changed mind
OR-107100,Received wrong quantity
OR-065826,Changed mind
OR-101024,Incorrect item shipped
OR-014250,Damaged item
OR-010671,Better price found elsewhere
OR-082557,Delayed delivery
OR-110328,Product no longer wanted
OR-043218,Delayed delivery
OR-043339,Better price found elsewhere
OR-121331,Received wrong quantity
OR-125542,Damaged item
OR-022677,Better price found elsewhere
OR-094154,No longer needed
OR-051508,Changed mind
OR-063021,Received wrong quantity
OR-119065,Poor customer service
OR-110085,Damaged item
OR-108544,Delayed delivery
OR-107649,Poor customer service
OR-097234,Better price found elsewhere
OR-034735,Incorrect item shipped
OR-028198,Received wrong quantity
OR-066506,Item not as described
OR-016626,Incorrect item shipped
OR-002576,Incorrect item shipped
OR-091127,Received wrong quantity
OR-086389,Received wrong quantity
OR-117424,Received wrong quantity
OR-041997,Changed mind
OR-053131,Delayed delivery
OR-054816,Poor customer service
OR-116667,Received wrong quantity
OR-122057,Incorrect item shipped
OR-028555,Poor customer service
OR-038677,Delayed delivery
OR-080037,Item not as described
OR-084602,Damaged item
OR-044562,Incorrect item shipped
OR-032256,Incorrect item shipped
OR-117857,Poor customer service
OR-080018,Damaged item
OR-043093,Delayed delivery
OR-058469,Better price found elsewhere
OR-111276,Received wrong quantity
OR-084655,Damaged item
OR-092736,Product no longer wanted
OR-036011,Item not as described
OR-058253,Better price found elsewhere
OR-030705,Changed mind
OR-067388,No longer needed
OR-110513,Changed mind
OR-044850,Delayed delivery
OR-079283,Better price found elsewhere
OR-103586,Product no longer wanted
OR-066072,Incorrect item shipped
OR-070782,Poor customer service
OR-048875,Poor customer service
OR-048931,Damaged item
OR-010426,Changed mind
OR-087266,Damaged item
OR-098947,Poor customer service
OR-087871,Poor customer service
OR-003414,Better price found elsewhere
OR-074203,Item not as described
OR-046666,Changed mind
OR-126053,Item not as described
OR-010928,Received wrong quantity
OR-075694,Delayed delivery
OR-017240,Incorrect item shipped
OR-124676,Incorrect item shipped
OR-079292,Better price found elsewhere
OR-124662,Changed mind
OR-017575,Delayed delivery
OR-029819,Product no longer wanted
OR-059538,Poor customer service
OR-073671,Received wrong quantity
OR-039399,Received wrong quantity
OR-118273,Product no longer wanted
OR-035578,Incorrect item shipped
OR-116414,Item not as described
OR-056393,Damaged item
OR-053757,Product no longer wanted
OR-062292,Poor customer service
OR-101697,Changed mind
OR-062503,Damaged item
OR-034004,Incorrect item shipped
OR-052200,Damaged item
OR-102580,Received wrong quantity
OR-055171,No longer needed
OR-063752,Better price found elsewhere
OR-112404,Better price found elsewhere
OR-034290,Incorrect item shipped
OR-073482,No longer needed
OR-040786,Changed mind
OR-014127,Delayed delivery
OR-016407,Better price found elsewhere
OR-005126,Better price found elsewhere
OR-123937,Delayed delivery
OR-002809,Better price found elsewhere
OR-026196,Better price found elsewhere
OR-106594,Received wrong quantity
OR-023737,Item not as described
OR-065669,Changed mind
OR-044751,Item not as described
OR-062878,Delayed delivery
OR-107737,Damaged item
OR-053256,Product no longer wanted
OR-005831,No longer needed
OR-032564,Product no longer wanted
OR-038052,Damaged item
OR-002601,Changed mind
OR-074172,Better price found elsewhere
OR-112917,Item not as described
OR-102146,Item not as described
OR-066621,No longer needed
OR-000880,Delayed delivery
OR-104070,Received wrong quantity
OR-098848,Item not as described
OR-109186,Delayed delivery
OR-042946,Damaged item
OR-045901,Poor customer service
OR-115317,Incorrect item shipped
OR-097595,Product no longer wanted
OR-011969,Changed mind
OR-109692,Incorrect item shipped
OR-074786,Product no longer wanted
OR-007891,Incorrect item shipped
OR-019285,Product no longer wanted
OR-031151,Incorrect item shipped
OR-118802,Received wrong quantity
OR-050511,Item not as described
OR-029017,Received wrong quantity
OR-092887,Poor customer service
OR-110408,Delayed delivery
OR-074043,Poor customer service
OR-026301,Incorrect item shipped
OR-123189,Changed mind
OR-111892,Product no longer wanted
OR-052790,No longer needed
OR-048422,Product no longer wanted
OR-089487,Changed mind
OR-015599,Incorrect item shipped
OR-056549,Item not as described
OR-005569,Item not as described
OR-002833,Received wrong quantity
OR-016697,Changed mind
OR-121460,Incorrect item shipped
OR-018590,Better price found elsewhere
OR-070709,Damaged item
OR-122256,Delayed delivery
OR-114351,Item not as described
OR-118948,Product no longer wanted
OR-105946,Damaged item
OR-052443,Received wrong quantity
OR-032294,Item not as described
OR-065422,Item not as described
OR-017715,Poor customer service
OR-054079,Damaged item
OR-046976,Damaged item
OR-006178,Changed mind
OR-064746,Incorrect item shipped
OR-122508,Received wrong quantity
OR-017353,Received wrong quantity
OR-031582,Delayed delivery
OR-006607,No longer needed
OR-089422,Delayed delivery
OR-007480,Delayed delivery
OR-092332,Changed mind
OR-122618,Product no longer wanted
OR-012594,Poor customer service
OR-000533,Poor customer service
OR-002009,Poor customer service
OR-052760,Damaged item
OR-055195,Item not as described
OR-069633,Damaged item
OR-042855,Better price found elsewhere
OR-007229,Delayed delivery
OR-057145,Poor customer service
OR-107472,Better price found elsewhere
OR-010932,Product no longer wanted
OR-080156,Damaged item
OR-115230,Incorrect item shipped
OR-092264,Changed mind
OR-007040,Changed mind
OR-113167,Received wrong quantity
OR-037853,Better price found elsewhere
OR-005482,Product no longer wanted
OR-021103,Received wrong quantity
OR-008938,Better price found elsewhere
OR-044559,Received wrong quantity
OR-115839,Item not as described
OR-108040,Received wrong quantity
OR-001803,Poor customer service
OR-015236,Delayed delivery
OR-052416,Poor customer service
OR-122467,Changed mind
OR-116023,Changed mind
OR-092324,Product no longer wanted
OR-106056,No longer needed
OR-062924,Changed mind
OR-008387,Item not as described
OR-020997,Received wrong quantity
OR-042067,Damaged item
OR-016860,Product no longer wanted
OR-029089,Item not as described
OR-049082,Delayed delivery
OR-070829,Received wrong quantity
OR-125363,Changed mind
OR-044241,Product no longer wanted
OR-088264,Better price found elsewhere
OR-062615,Changed mind
OR-104282,No longer needed
OR-072227,Changed mind
OR-045227,Poor customer service
OR-033395,Received wrong quantity
OR-026502,Poor customer service
OR-015211,Incorrect item shipped
OR-026574,Better price found elsewhere
OR-102617,Poor customer service
OR-083645,Poor customer service
OR-030248,Received wrong quantity
OR-056794,Delayed delivery
OR-099387,Item not as described
OR-090037,Product no longer wanted
OR-024337,Received wrong quantity
OR-051455,Damaged item
OR-037475,Incorrect item shipped
OR-048383,Poor customer service
OR-004938,Poor customer service
OR-049752,Item not as described
OR-112027,Poor customer service
OR-044865,Changed mind
OR-057919,Changed mind
OR-098593,Incorrect item shipped
OR-026557,Delayed delivery
OR-030800,Product no longer wanted
OR-086169,Poor customer service
OR-046319,Incorrect item shipped
OR-098414,No longer needed
OR-045844,Received wrong quantity
OR-098393,Product no longer wanted
OR-082685,Item not as described
OR-116100,Poor customer service
OR-064996,Delayed delivery
OR-111777,Product no longer wanted
OR-027928,Changed mind
OR-092148,Poor customer service
OR-080983,Changed mind
OR-083095,Damaged item
OR-049083,No longer needed
OR-042200,Changed mind
OR-093926,Product no longer wanted
OR-079504,Item not as described
OR-008025,Incorrect item shipped
OR-014940,Incorrect item shipped
OR-096089,No longer needed
OR-113167,Damaged item
OR-047495,Damaged item
OR-089510,Poor customer service
OR-012324,Damaged item
OR-035579,Product no longer wanted
OR-053661,Product no longer wanted
OR-121100,Item not as described
OR-005604,Poor customer service
OR-108767,Received wrong quantity
OR-109103,Delayed delivery
OR-090627,Better price found elsewhere
OR-114889,Better price found elsewhere
OR-099587,Product no longer wanted
OR-085023,Poor customer service
OR-051058,Poor customer service
OR-019711,Poor customer service
OR-118761,Product no longer wanted
OR-011114,Received wrong quantity
OR-070494,No longer needed
OR-034331,Changed mind
OR-032551,Item not as described
OR-102262,Item not as described
OR-090073,Poor customer service
OR-110840,No longer needed
OR-080518,Damaged item
OR-053195,Better price found elsewhere
OR-120488,Item not as described
OR-083684,Product no longer wanted
OR-101330,No longer needed
OR-002950,Poor customer service
OR-067578,Poor customer service
OR-123504,Product no longer wanted
OR-069916,No longer needed
OR-102081,No longer needed
OR-079054,Changed mind
OR-036252,Received wrong quantity
OR-013293,No longer needed
OR-088908,Incorrect item shipped
OR-098534,Better price found elsewhere
OR-105089,Better price found elsewhere
OR-021614,Delayed delivery
OR-111045,No longer needed
OR-026634,Damaged item
OR-007889,Received wrong quantity
OR-055838,Changed mind
OR-043917,Damaged item
OR-010875,Changed mind
OR-071413,Received wrong quantity
OR-022423,No longer needed
OR-030509,Damaged item
OR-105347,Received wrong quantity
OR-002501,Better price found elsewhere
OR-096008,Changed mind
OR-089120,Poor customer service
OR-023172,Poor customer service
OR-088436,Incorrect item shipped
OR-111615,Delayed delivery
OR-113403,Incorrect item shipped
OR-029919,Better price found elsewhere
OR-052830,No longer needed
OR-050373,Damaged item
OR-111128,Changed mind
OR-076182,Poor customer service
OR-123196,Incorrect item shipped
OR-092373,Delayed delivery
OR-017262,Incorrect item shipped
OR-113418,Received wrong quantity
OR-020235,Damaged item
OR-054212,Delayed delivery
OR-010488,Better price found elsewhere
OR-034717,Damaged item
OR-050899,Damaged item
OR-123932,Received wrong quantity
OR-098555,Item not as described
OR-064289,Product no longer wanted
OR-125285,Delayed delivery
OR-026985,Poor customer service
OR-022692,Changed mind
OR-001078,Item not as described
OR-072727,Delayed delivery
OR-021114,No longer needed
OR-015474,No longer needed
OR-026934,Incorrect item shipped
OR-012297,Product no longer wanted
OR-032863,Item not as described
OR-051129,Damaged item
OR-121257,Item not as described
OR-050887,Item not as described
OR-007645,Better price found elsewhere
OR-066642,Delayed delivery
OR-065898,Received wrong quantity
OR-042045,No longer needed
OR-083959,Item not as described
OR-006736,Received wrong quantity
OR-065615,Received wrong quantity
OR-084134,Delayed delivery
OR-066930,Better price found elsewhere
OR-066419,Damaged item
OR-042524,Product no longer wanted
OR-006959,Incorrect item shipped
OR-083430,Item not as described
OR-044727,Poor customer service
OR-060109,No longer needed
OR-030525,Changed mind
OR-028780,No longer needed
OR-093131,Item not as described
OR-054060,Incorrect item shipped
OR-048746,Item not as described
OR-094787,Product no longer wanted
OR-098900,Product no longer wanted
OR-010797,No longer needed
OR-046929,Better price found elsewhere
OR-043000,Changed mind
OR-048345,Changed mind
OR-058491,Received wrong quantity
OR-051307,Product no longer wanted
OR-117724,Damaged item
OR-079594,Better price found elsewhere
OR-070443,Damaged item
OR-020169,Product no longer wanted
OR-078713,Better price found elsewhere
OR-040102,Delayed delivery
OR-093661,No longer needed
OR-012163,Delayed delivery
OR-025002,Item not as described
OR-081948,No longer needed
OR-125191,No longer needed
OR-063423,Incorrect item shipped
OR-019339,Changed mind
OR-063635,Item not as described
OR-084555,Poor customer service
OR-073265,Changed mind
OR-090990,Incorrect item shipped
OR-094774,Item not as described
OR-081314,Product no longer wanted
OR-122587,Better price found elsewhere
OR-012612,Changed mind
OR-047353,Changed mind
OR-047596,Delayed delivery
OR-124243,Better price found elsewhere
OR-006096,No longer needed
OR-118698,Better price found elsewhere
OR-091680,Product no longer wanted
OR-124248,Damaged item
OR-126072,No longer needed
OR-009223,Changed mind
OR-008805,Changed mind
OR-060836,Changed mind
OR-097944,Poor customer service
OR-055340,Delayed delivery
OR-124225,Incorrect item shipped
OR-033627,Delayed delivery
OR-043952,Better price found elsewhere
OR-076178,Incorrect item shipped
OR-047041,Poor customer service
OR-029200,Better price found elsewhere
OR-015707,No longer needed
OR-030744,Received wrong quantity
OR-093048,Product no longer wanted
OR-016266,Poor customer service
OR-086897,No longer needed
OR-116825,Product no longer wanted
OR-037137,Incorrect item shipped
OR-058314,Better price found elsewhere
OR-085736,Received wrong quantity
OR-005910,Delayed delivery
OR-083144,Incorrect item shipped
OR-072177,Damaged item
OR-034307,Delayed delivery
OR-112074,Poor customer service
OR-031065,Poor customer service
OR-020411,Poor customer service
OR-119348,Changed mind
OR-084875,No longer needed
OR-119216,Incorrect item shipped
OR-042646,Damaged item
OR-105109,Changed mind
OR-097148,Changed mind
OR-082215,Product no longer wanted
OR-020862,Better price found elsewhere
OR-048399,Incorrect item shipped
OR-095079,Damaged item
OR-067556,Changed mind
OR-023220,Changed mind
OR-121941,Damaged item
OR-066701,Delayed delivery
OR-016337,Incorrect item shipped
OR-072988,Changed mind
OR-008556,No longer needed
OR-030303,Poor customer service
OR-094273,Incorrect item shipped
OR-060187,Changed mind
OR-106484,Poor customer service
OR-118431,Product no longer wanted
OR-066747,Product no longer wanted
OR-076857,Poor customer service
OR-082864,Poor customer service
OR-095194,Damaged item
OR-123759,Damaged item
OR-101126,Damaged item
OR-090518,Damaged item
OR-080511,Poor customer service
OR-067605,Item not as described
OR-025018,No longer needed
OR-073103,Changed mind
OR-118468,No longer needed
OR-044245,Incorrect item shipped
OR-061483,Changed mind
OR-079644,Changed mind
OR-045701,Delayed delivery
OR-086516,Better price found elsewhere
OR-038282,Item not as described
OR-122792,Incorrect item shipped
OR-075687,Product no longer wanted
OR-002528,Changed mind
OR-027330,Product no longer wanted
OR-113049,Poor customer service
OR-076666,No longer needed
OR-051482,Delayed delivery
OR-080917,Delayed delivery
OR-123917,Item not as described
OR-058559,Incorrect item shipped
OR-040138,Poor customer service
OR-010524,Poor customer service
OR-017410,Item not as described
OR-118806,Item not as described
OR-020458,Incorrect item shipped
OR-083774,Better price found elsewhere
OR-053540,Better price found elsewhere
OR-107277,Received wrong quantity
OR-078721,Changed mind
OR-072877,Item not as described
OR-111655,Delayed delivery
OR-066174,Product no longer wanted
OR-017121,Item not as described
OR-066076,No longer needed
OR-020290,Changed mind
OR-002382,Received wrong quantity
OR-119280,Received wrong quantity
OR-105927,Poor customer service
OR-051341,Changed mind
OR-110770,Incorrect item shipped
OR-052582,Incorrect item shipped
OR-001787,Received wrong quantity
OR-101027,Received wrong quantity
OR-013872,No longer needed
OR-059257,Received wrong quantity
OR-114039,Incorrect item shipped
OR-081090,Item not as described
OR-013005,Poor customer service
OR-047579,Received wrong quantity
OR-033890,Better price found elsewhere
OR-060138,Damaged item
OR-009515,No longer needed
OR-041935,Product no longer wanted
OR-107069,Poor customer service
OR-079188,Received wrong quantity
OR-064056,Poor customer service
OR-023993,Damaged item
OR-107784,Item not as described
OR-081733,Poor customer service
OR-019558,Product no longer wanted
OR-122547,Incorrect item shipped
OR-118714,Changed mind
OR-110114,No longer needed
OR-081403,Damaged item
OR-013867,Item not as described
OR-027317,Delayed delivery
OR-080741,Better price found elsewhere
OR-009542,Received wrong quantity
OR-122324,Item not as described
OR-121649,Incorrect item shipped
OR-124951,No longer needed
OR-100875,Item not as described
OR-008240,Product no longer wanted
OR-110921,Damaged item
OR-057265,Incorrect item shipped
OR-056552,No longer needed
OR-045248,Received wrong quantity
OR-052961,Product no longer wanted
OR-027823,Incorrect item shipped
OR-124459,Product no longer wanted
OR-122523,Poor customer service
OR-084775,Product no longer wanted
OR-009592,Changed mind
OR-039100,Poor customer service
OR-080928,Received wrong quantity
OR-124606,Delayed delivery
OR-025826,Better price found elsewhere
OR-032302,Item not as described
OR-088000,Poor customer service
OR-042890,Received wrong quantity
OR-007779,Product no longer wanted
OR-091870,Item not as described
OR-106485,Damaged item
OR-016613,Delayed delivery
OR-011521,Damaged item
OR-087593,Poor customer service
OR-085111,Poor customer service
OR-066640,Better price found elsewhere
OR-044672,Delayed delivery
OR-011696,Better price found elsewhere
OR-002224,Item not as described
OR-010243,Received wrong quantity
OR-004511,Better price found elsewhere
OR-028312,Damaged item
OR-035028,Received wrong quantity
OR-008138,Product no longer wanted
OR-111870,Poor customer service
OR-071355,Changed mind
OR-046351,Changed mind
OR-115418,No longer needed
OR-046162,No longer needed
OR-102306,Product no longer wanted
OR-033593,Changed mind
OR-030908,Poor customer service
OR-068046,No longer needed
OR-084340,Damaged item
OR-037420,Received wrong quantity
OR-077964,Damaged item
OR-045917,Incorrect item shipped
OR-014376,Incorrect item shipped
OR-125716,Damaged item
OR-124819,No longer needed
OR-077701,Poor customer service
OR-014198,Delayed delivery
OR-070726,Damaged item
OR-005267,Damaged item
OR-052509,Item not as described
OR-005591,Product no longer wanted
OR-115600,Poor customer service
OR-087286,Product no longer wanted
OR-056016,Product no longer wanted
OR-042588,Product no longer wanted
OR-095312,Item not as described
OR-009011,Damaged item
OR-093973,Item not as described
OR-048164,No longer needed
OR-070842,Incorrect item shipped
OR-072123,Received wrong quantity
OR-067071,Poor customer service
OR-119866,Poor customer service
OR-080790,Changed mind
OR-034596,Delayed delivery
OR-116297,No longer needed
OR-082532,Delayed delivery
OR-078968,Damaged item
OR-124178,Product no longer wanted
OR-014552,Item not as described
OR-082564,Delayed delivery
OR-028972,Changed mind
OR-084454,Damaged item
OR-013487,Product no longer wanted
OR-023411,Received wrong quantity
OR-069633,Incorrect item shipped
OR-116018,Product no longer wanted
OR-097870,No longer needed
OR-014840,Product no longer wanted
OR-091691,Incorrect item shipped
OR-083082,No longer needed
OR-100374,Product no longer wanted
OR-066246,Better price found elsewhere
OR-062722,Product no longer wanted
OR-096361,No longer needed
OR-071387,Product no longer wanted
OR-113374,Delayed delivery
OR-067545,Damaged item
OR-042016,Product no longer wanted
OR-095484,Received wrong quantity
OR-075496,Product no longer wanted
OR-085522,Item not as described
OR-099875,Poor customer service
OR-027711,Received wrong quantity
OR-121654,Delayed delivery
OR-111177,No longer needed
OR-106080,Delayed delivery
OR-089990,Better price found elsewhere
OR-097501,Incorrect item shipped
OR-050473,Received wrong quantity
OR-034754,Better price found elsewhere
OR-038909,Item not as described
OR-072223,Changed mind
OR-109049,No longer needed
OR-013337,Damaged item
OR-061323,Incorrect item shipped
OR-066042,Poor customer service
OR-034595,Delayed delivery
OR-080441,Changed mind
OR-098171,Received wrong quantity
OR-122385,Better price found elsewhere
OR-048313,Item not as described
OR-033778,Product no longer wanted
OR-074024,Better price found elsewhere
OR-069965,Received wrong quantity
OR-022387,Delayed delivery
OR-025124,Poor customer service
OR-124152,Delayed delivery
OR-070018,Better price found elsewhere
OR-045782,Poor customer service
OR-021640,Changed mind
OR-086106,Changed mind
OR-096467,Product no longer wanted
OR-013532,Incorrect item shipped
OR-069453,Product no longer wanted
OR-091388,Product no longer wanted
OR-089654,Changed mind
OR-114523,Received wrong quantity
OR-030338,Product no longer wanted
OR-086163,Incorrect item shipped
OR-097404,Received wrong quantity
OR-057384,Poor customer service
OR-113720,Changed mind
OR-103141,Damaged item
OR-011437,Delayed delivery
OR-056175,Damaged item
OR-110286,Received wrong quantity
OR-023369,Received wrong quantity
OR-093659,Damaged item
OR-004845,Damaged item
OR-005256,Poor customer service
OR-008881,Item not as described
OR-065435,Item not as described
OR-045879,Delayed delivery
OR-092575,No longer needed
OR-081309,Changed mind
OR-071451,Product no longer wanted
OR-116941,Product no longer wanted
OR-060567,No longer needed
OR-045480,Changed mind
OR-028019,Received wrong quantity
OR-003307,Delayed delivery
OR-093514,Changed mind
OR-011517,Poor customer service
OR-085378,Poor customer service
OR-050078,Product no longer wanted
OR-054819,Product no longer wanted
OR-122725,Received wrong quantity
OR-022339,Item not as described
OR-121004,Received wrong quantity
OR-067779,Changed mind
OR-098372,Poor customer service
OR-118824,Incorrect item shipped
OR-012981,Delayed delivery
OR-090519,Item not as described
OR-113845,Better price found elsewhere
OR-093938,Delayed delivery
OR-033717,Incorrect item shipped
OR-052832,Received wrong quantity
OR-117667,Delayed delivery
OR-090048,Incorrect item shipped
OR-072451,Damaged item
OR-051183,No longer needed
OR-092936,Product no longer wanted
OR-046141,Item not as described
OR-124411,Product no longer wanted
OR-072321,Product no longer wanted
OR-078440,Damaged item
OR-056068,Received wrong quantity
OR-073265,Product no longer wanted
OR-096477,Item not as described
OR-119223,Delayed delivery
OR-050596,Product no longer wanted
OR-064715,Received wrong quantity
OR-008886,Product no longer wanted
OR-061438,Received wrong quantity
OR-124535,Product no longer wanted
OR-075705,Changed mind
OR-100105,Damaged item
OR-095471,No longer needed
OR-035930,Better price found elsewhere
OR-095748,Damaged item
OR-063589,Received wrong quantity
OR-075888,Better price found elsewhere
OR-097225,Received wrong quantity
OR-019572,Item not as described
OR-000787,Damaged item
OR-096557,Changed mind
OR-110739,Delayed delivery
OR-077660,Damaged item
OR-050049,Changed mind
OR-072556,Damaged item
OR-061350,Damaged item
OR-121850,Damaged item
OR-046484,Poor customer service
OR-104665,Product no longer wanted
OR-105498,Damaged item
OR-036709,Better price found elsewhere
OR-048540,Incorrect item shipped
OR-117814,Received wrong quantity
OR-093095,Changed mind
OR-090983,Product no longer wanted
OR-070795,Poor customer service
OR-068895,Product no longer wanted
OR-015596,No longer needed
OR-049620,No longer needed
OR-021744,Poor customer service
OR-055033,Better price found elsewhere
OR-083128,No longer needed
OR-106462,Received wrong quantity
OR-123011,No longer needed
OR-109112,Delayed delivery
OR-113184,No longer needed
OR-036819,Delayed delivery
OR-121733,Better price found elsewhere
OR-091390,Product no longer wanted
OR-111171,Product no longer wanted
OR-055582,Changed mind
OR-014055,Incorrect item shipped
OR-053935,Delayed delivery
OR-034135,Changed mind
OR-122465,Changed mind
OR-069942,Item not as described
OR-022653,Damaged item
OR-044921,Damaged item
OR-029404,Product no longer wanted
OR-013212,Changed mind
OR-007673,Item not as described
OR-097651,Poor customer service
OR-037394,Poor customer service
OR-087275,Better price found elsewhere
OR-066446,Item not as described
OR-002280,Product no longer wanted
OR-037255,No longer needed
OR-065806,Product no longer wanted
OR-125533,Delayed delivery
OR-100453,Changed mind
