orderid,customerid,orderdate,shippingdate,expecteddeliverydate,actualdeliverydate,shippingtierid,supplierid,orderchannel
OR-60221,CUST-19891,04-04-2024 04:23,04-04-2024 04:30,04-04-2024 04:53,04-04-2024 04:47,SHP-004,SUP-05,Retail PoS
OR-60223,CUST-16495,03-06-2024 04:29,12-06-2024 13:00,23-06-2024 07:12,22-06-2024 08:58,SHP-002,SUP-06,Online
OR-60232,CUST-09024,30-10-2023 08:14,01-11-2023 02:46,10-11-2023 00:31,05-11-2023 16:38,SHP-003,SUP-09,Online
OR-60237,CUST-11124,03-01-2007 02:01,09-01-2007 10:05,29-01-2007 16:35,15-01-2007 04:53,SHP-002,SUP-07,Online
OR-60239,CUST-06590,05-01-2024 03:56,14-01-2024 04:43,21-01-2024 16:19,20-01-2024 07:39,SHP-003,SUP-10,Online
OR-60251,CUST-05710,08-07-2016 00:24,10-07-2016 14:53,17-07-2016 21:56,17-07-2016 02:20,SHP-003,SUP-06,Online
OR-60254,CUST-04443,24-01-2013 06:39,31-01-2013 13:07,17-02-2013 09:05,03-02-2013 17:51,SHP-005,SUP-10,Retail PoS
OR-60257,CUST-10916,18-05-2024 16:30,29-05-2024 07:04,07-06-2024 01:22,31-05-2024 22:54,SHP-003,SUP-04,Online
OR-60273,CUST-03402,05-04-2024 19:12,08-04-2024 11:34,14-04-2024 11:02,11-04-2024 12:43,SHP-003,SUP-07,Online
OR-60275,CUST-13429,26-01-2021 10:12,26-01-2021 10:20,26-01-2021 10:36,26-01-2021 10:47,SHP-004,SUP-07,Retail PoS
OR-60280,CUST-04753,16-02-2018 11:41,21-02-2018 19:51,24-02-2018 22:11,23-02-2018 22:42,SHP-001,SUP-08,Online
OR-60284,CUST-05761,25-06-2021 23:38,25-06-2021 23:44,26-06-2021 00:02,26-06-2021 00:16,SHP-004,SUP-02,Retail PoS
OR-60289,CUST-04112,29-01-2024 23:13,29-01-2024 23:19,29-01-2024 23:38,29-01-2024 23:28,SHP-004,SUP-09,Retail PoS
OR-60296,CUST-18241,27-12-2018 05:01,28-12-2018 21:38,16-01-2019 16:39,03-01-2019 12:38,SHP-002,SUP-04,Online
OR-60317,CUST-06362,11-07-2022 18:05,11-07-2022 18:13,11-07-2022 18:34,11-07-2022 18:45,SHP-004,SUP-03,Retail PoS
OR-60326,CUST-03966,11-02-2018 04:38,12-02-2018 23:49,24-02-2018 16:35,20-02-2018 19:47,SHP-005,SUP-04,Retail PoS
OR-60329,CUST-06456,27-06-2023 08:34,03-07-2023 10:07,17-07-2023 03:18,18-07-2023 08:07,SHP-003,SUP-09,Online
OR-60337,CUST-03976,30-06-2024 17:42,30-06-2024 17:47,30-06-2024 18:10,30-06-2024 18:02,SHP-004,SUP-04,Retail PoS
OR-60341,CUST-16491,04-10-2009 22:12,14-10-2009 07:57,19-10-2009 10:32,13-11-2009 21:41,SHP-002,SUP-03,Online
OR-60343,CUST-12401,08-06-2023 21:44,18-06-2023 11:05,26-06-2023 23:41,17-07-2023 09:50,SHP-002,SUP-01,Online
OR-60348,CUST-15549,01-06-2024 02:42,04-06-2024 23:51,11-06-2024 13:52,07-06-2024 14:32,SHP-002,SUP-04,Online
OR-60349,CUST-03373,25-10-2023 16:41,25-10-2023 16:51,25-10-2023 17:02,25-10-2023 17:13,SHP-004,SUP-02,Retail PoS
OR-60350,CUST-05492,14-06-2020 05:09,14-06-2020 05:17,14-06-2020 05:32,14-06-2020 05:25,SHP-004,SUP-01,Retail PoS
OR-60371,CUST-18607,30-03-2022 03:01,30-03-2022 03:09,30-03-2022 03:30,30-03-2022 03:21,SHP-004,SUP-04,Retail PoS
OR-60380,CUST-07968,12-06-2021 01:44,17-06-2021 20:10,08-07-2021 18:01,20-06-2021 12:49,SHP-003,SUP-05,Online
OR-60383,CUST-12070,19-03-2024 01:26,29-03-2024 22:44,03-04-2024 20:33,29-04-2024 11:50,SHP-003,SUP-10,Online
OR-60402,CUST-16121,29-02-2024 14:28,29-02-2024 14:37,29-02-2024 14:52,29-02-2024 14:53,SHP-004,SUP-04,Retail PoS
OR-60408,CUST-18767,28-05-2024 22:08,02-06-2024 07:24,18-06-2024 05:39,10-06-2024 15:15,SHP-001,SUP-08,Online
OR-60409,CUST-01312,28-10-2017 17:03,07-11-2017 07:04,25-11-2017 13:43,05-12-2017 10:38,SHP-003,SUP-07,Online
OR-60412,CUST-19397,16-04-2014 12:32,16-04-2014 12:40,16-04-2014 12:59,16-04-2014 13:04,SHP-004,SUP-04,Retail PoS
OR-60425,CUST-15398,05-08-2017 03:49,05-08-2017 03:58,05-08-2017 04:17,05-08-2017 04:18,SHP-004,SUP-06,Retail PoS
OR-60431,CUST-18435,17-05-2024 14:47,23-05-2024 09:13,09-06-2024 14:33,20-06-2024 00:50,SHP-001,SUP-07,Online
OR-60451,CUST-12136,16-02-2022 02:09,17-02-2022 11:46,28-02-2022 08:22,21-02-2022 06:13,SHP-002,SUP-09,Online
OR-60454,CUST-16994,11-09-2018 13:17,12-09-2018 17:11,28-09-2018 23:51,25-09-2018 02:55,SHP-005,SUP-04,Retail PoS
OR-60463,CUST-03005,01-06-2019 00:04,09-06-2019 13:54,20-06-2019 11:31,02-07-2019 08:34,SHP-001,SUP-05,Online
OR-60470,CUST-09313,17-05-2021 23:55,18-05-2021 00:03,18-05-2021 00:17,18-05-2021 00:14,SHP-004,SUP-01,Retail PoS
OR-60479,CUST-12525,19-01-2022 17:04,19-01-2022 17:13,19-01-2022 17:27,19-01-2022 17:33,SHP-004,SUP-01,Retail PoS
OR-60483,CUST-01277,16-05-2024 03:12,16-05-2024 03:18,16-05-2024 03:32,16-05-2024 03:47,SHP-004,SUP-08,Retail PoS
OR-60485,CUST-03167,01-05-2020 12:56,04-05-2020 03:27,22-05-2020 23:34,17-05-2020 19:18,SHP-001,SUP-09,Online
OR-60500,CUST-12463,12-01-2024 05:11,12-01-2024 05:19,12-01-2024 05:38,12-01-2024 05:26,SHP-004,SUP-09,Retail PoS
OR-60507,CUST-03078,09-05-2023 19:22,13-05-2023 23:31,27-05-2023 09:24,06-06-2023 05:55,SHP-003,SUP-06,Online
OR-60521,CUST-06082,03-05-2024 12:26,11-05-2024 02:29,15-05-2024 21:48,08-06-2024 03:01,SHP-003,SUP-04,Online
OR-60530,CUST-01137,16-06-2024 12:27,22-06-2024 01:16,23-06-2024 07:28,23-06-2024 06:34,SHP-001,SUP-02,Online
OR-60548,CUST-11273,12-11-2023 14:47,17-11-2023 00:40,21-11-2023 15:10,23-11-2023 09:43,SHP-001,SUP-09,Online
OR-60549,CUST-10219,03-11-2023 22:56,03-11-2023 23:02,03-11-2023 23:20,03-11-2023 23:29,SHP-004,SUP-04,Retail PoS
OR-60558,CUST-06338,25-05-2022 19:41,28-05-2022 01:18,03-06-2022 05:47,29-05-2022 03:02,SHP-002,SUP-02,Online
OR-60559,CUST-17811,17-02-2010 08:21,17-02-2010 08:28,17-02-2010 08:49,17-02-2010 08:58,SHP-004,SUP-07,Retail PoS
OR-60560,CUST-15420,29-05-2024 04:34,29-05-2024 04:43,29-05-2024 04:58,29-05-2024 04:54,SHP-004,SUP-10,Retail PoS
OR-60571,CUST-13163,03-11-2013 03:28,13-11-2013 20:34,27-11-2013 10:37,24-11-2013 07:06,SHP-005,SUP-01,Retail PoS
OR-60573,CUST-18062,15-12-2022 03:34,24-12-2022 22:54,06-01-2023 03:26,29-12-2022 15:45,SHP-002,SUP-05,Online
OR-60589,CUST-15207,07-09-2019 07:04,16-09-2019 08:45,07-10-2019 07:39,10-10-2019 19:25,SHP-001,SUP-04,Online
OR-60595,CUST-08228,31-05-2018 04:10,06-06-2018 17:54,25-06-2018 09:52,17-07-2018 16:45,SHP-001,SUP-04,Online
OR-60610,CUST-06011,20-07-2021 00:28,22-07-2021 12:11,31-07-2021 22:21,27-07-2021 13:18,SHP-003,SUP-05,Online
OR-60616,CUST-13733,18-12-2021 19:01,25-12-2021 16:38,09-01-2022 22:19,12-01-2022 09:11,SHP-001,SUP-03,Online
OR-60619,CUST-00899,26-10-2007 21:49,31-10-2007 01:20,08-11-2007 20:11,03-11-2007 00:43,SHP-001,SUP-02,Online
OR-60620,CUST-00654,09-12-2023 00:28,09-12-2023 00:37,09-12-2023 00:56,09-12-2023 00:52,SHP-004,SUP-09,Retail PoS
OR-60623,CUST-09269,01-04-2017 14:41,01-04-2017 14:48,01-04-2017 15:01,01-04-2017 15:05,SHP-004,SUP-10,Retail PoS
OR-60627,CUST-15272,23-05-2023 07:46,28-05-2023 09:50,04-06-2023 21:18,31-05-2023 13:45,SHP-002,SUP-04,Online
OR-60644,CUST-12637,28-12-2023 10:20,30-12-2023 02:06,03-01-2024 05:06,02-01-2024 14:36,SHP-002,SUP-04,Online
OR-60647,CUST-10856,12-05-2024 12:54,19-05-2024 23:58,30-05-2024 11:01,09-06-2024 12:31,SHP-001,SUP-02,Online
OR-60649,CUST-13505,25-02-2016 14:40,05-03-2016 01:17,21-03-2016 18:49,06-03-2016 14:14,SHP-001,SUP-01,Online
OR-60652,CUST-01011,21-05-2018 05:35,21-05-2018 05:45,21-05-2018 06:02,21-05-2018 05:57,SHP-004,SUP-04,Retail PoS
OR-60654,CUST-12284,02-10-2020 01:28,02-10-2020 01:36,02-10-2020 01:50,02-10-2020 01:59,SHP-004,SUP-10,Retail PoS
OR-60669,CUST-17884,27-07-2022 07:32,03-08-2022 23:29,06-08-2022 03:25,05-08-2022 14:59,SHP-001,SUP-06,Online
OR-60677,CUST-12369,09-08-2023 18:52,14-08-2023 17:08,26-08-2023 23:42,17-09-2023 12:11,SHP-003,SUP-09,Online
OR-60680,CUST-01076,14-06-2012 21:25,20-06-2012 12:39,07-07-2012 07:35,06-07-2012 07:43,SHP-005,SUP-07,Retail PoS
OR-60698,CUST-18234,19-12-2023 08:40,29-12-2023 17:57,18-01-2024 13:51,02-01-2024 00:39,SHP-002,SUP-05,Online
OR-60699,CUST-08874,22-11-2021 03:52,22-11-2021 03:58,22-11-2021 04:21,22-11-2021 04:15,SHP-004,SUP-07,Retail PoS
OR-60713,CUST-12423,06-11-2021 18:01,06-11-2021 18:08,06-11-2021 18:28,06-11-2021 18:34,SHP-004,SUP-06,Retail PoS
OR-60715,CUST-01142,18-08-2007 16:06,18-08-2007 16:13,18-08-2007 16:30,18-08-2007 16:33,SHP-004,SUP-08,Retail PoS
OR-60718,CUST-13467,02-07-2024 22:42,06-07-2024 17:53,14-07-2024 02:27,12-07-2024 17:06,SHP-002,SUP-07,Online
OR-60722,CUST-06514,07-02-2024 16:48,11-02-2024 04:12,02-03-2024 22:02,01-04-2024 06:09,SHP-002,SUP-07,Online
OR-60727,CUST-04168,07-06-2019 10:22,13-06-2019 21:58,03-07-2019 18:23,02-08-2019 01:16,SHP-001,SUP-01,Online
OR-60737,CUST-09546,06-07-2001 23:16,13-07-2001 10:41,27-07-2001 07:16,20-07-2001 08:20,SHP-001,SUP-05,Online
OR-60742,CUST-14043,04-09-2023 14:37,04-09-2023 14:43,04-09-2023 14:58,04-09-2023 15:03,SHP-004,SUP-01,Retail PoS
OR-60743,CUST-17885,14-07-2023 18:34,24-07-2023 08:01,04-08-2023 17:54,31-07-2023 11:37,SHP-003,SUP-09,Online
OR-60750,CUST-03762,19-01-2021 04:39,19-01-2021 04:49,19-01-2021 05:02,19-01-2021 05:09,SHP-004,SUP-01,Retail PoS
OR-60752,CUST-09690,09-10-2023 16:09,16-10-2023 16:23,28-10-2023 05:36,27-10-2023 09:37,SHP-002,SUP-10,Online
OR-60760,CUST-11835,22-11-2022 06:34,26-11-2022 16:13,05-12-2022 14:07,29-11-2022 21:36,SHP-003,SUP-09,Online
OR-60767,CUST-11956,01-12-2022 20:45,01-12-2022 20:52,01-12-2022 21:11,01-12-2022 21:11,SHP-004,SUP-10,Retail PoS
OR-60771,CUST-05683,10-11-2017 18:22,11-11-2017 22:36,20-11-2017 04:44,16-11-2017 16:31,SHP-003,SUP-09,Online
OR-60775,CUST-02598,11-03-2014 05:36,22-03-2014 02:14,22-03-2014 14:36,22-03-2014 03:44,SHP-001,SUP-09,Online
OR-60776,CUST-19959,14-11-2021 04:09,23-11-2021 00:07,03-12-2021 09:21,30-11-2021 13:06,SHP-002,SUP-09,Online
OR-60780,CUST-15334,31-03-2024 23:53,03-04-2024 19:15,12-04-2024 01:01,10-04-2024 14:03,SHP-001,SUP-01,Online
OR-60797,CUST-17602,21-06-2024 03:14,21-06-2024 03:21,21-06-2024 03:44,21-06-2024 03:31,SHP-004,SUP-07,Retail PoS
OR-60804,CUST-13634,20-10-2017 07:54,27-10-2017 12:55,01-11-2017 19:59,29-10-2017 16:08,SHP-001,SUP-07,Online
OR-60810,CUST-05858,21-04-2024 05:00,25-04-2024 01:48,28-04-2024 15:11,26-04-2024 18:52,SHP-001,SUP-09,Online
OR-60813,CUST-16285,15-11-2023 13:35,24-11-2023 20:00,30-11-2023 16:34,29-11-2023 16:02,SHP-002,SUP-03,Online
OR-60823,CUST-11570,13-06-2024 00:59,20-06-2024 08:11,27-06-2024 01:34,07-07-2024 10:45,SHP-002,SUP-05,Online
OR-60833,CUST-10476,09-08-2022 22:03,11-08-2022 09:58,11-08-2022 12:05,09-09-2022 02:02,SHP-001,SUP-10,Online
OR-60835,CUST-04391,26-06-2005 02:12,26-06-2005 02:21,26-06-2005 02:32,26-06-2005 02:52,SHP-004,SUP-07,Retail PoS
OR-60838,CUST-00401,30-08-2013 04:03,30-08-2013 04:11,30-08-2013 04:23,30-08-2013 04:40,SHP-004,SUP-05,Retail PoS
OR-60839,CUST-12031,29-06-2022 08:09,29-06-2022 08:19,29-06-2022 08:38,29-06-2022 08:34,SHP-004,SUP-04,Retail PoS
OR-60859,CUST-12361,10-08-2023 18:20,14-08-2023 06:22,15-08-2023 23:47,15-08-2023 21:20,SHP-003,SUP-07,Online
OR-60866,CUST-13598,14-07-2022 20:42,19-07-2022 20:08,06-08-2022 09:38,05-08-2022 01:19,SHP-005,SUP-03,Retail PoS
OR-60867,CUST-00374,12-02-2023 11:44,15-02-2023 08:08,02-03-2023 06:41,24-03-2023 22:09,SHP-002,SUP-09,Online
OR-60868,CUST-07906,10-08-2013 20:26,10-08-2013 20:34,10-08-2013 20:47,10-08-2013 20:50,SHP-004,SUP-09,Retail PoS
OR-60869,CUST-02788,05-11-2012 11:52,14-11-2012 02:30,29-11-2012 02:21,26-11-2012 06:59,SHP-002,SUP-02,Online
OR-60872,CUST-17892,06-08-2023 10:20,16-08-2023 13:21,23-08-2023 16:29,18-08-2023 13:49,SHP-002,SUP-04,Online
OR-60880,CUST-04821,19-08-2020 21:01,23-08-2020 13:47,24-08-2020 11:36,30-08-2020 15:25,SHP-003,SUP-10,Online
OR-60886,CUST-15283,01-07-2024 04:00,07-07-2024 22:29,09-07-2024 07:43,14-07-2024 15:01,SHP-003,SUP-01,Online
OR-60905,CUST-15000,31-08-2022 16:22,31-08-2022 16:31,31-08-2022 16:51,31-08-2022 16:56,SHP-004,SUP-01,Retail PoS
OR-60910,CUST-09393,28-04-2023 06:26,28-04-2023 06:35,28-04-2023 06:51,28-04-2023 06:46,SHP-004,SUP-06,Retail PoS
OR-60915,CUST-02292,29-02-2024 00:41,09-03-2024 06:32,28-03-2024 18:00,26-04-2024 03:00,SHP-003,SUP-01,Online
OR-60923,CUST-11121,30-07-2023 06:41,02-08-2023 11:18,15-08-2023 23:01,11-08-2023 00:42,SHP-003,SUP-09,Online
OR-60944,CUST-04348,20-06-2024 05:58,20-06-2024 06:07,20-06-2024 06:25,20-06-2024 06:32,SHP-004,SUP-08,Retail PoS
OR-60952,CUST-06528,17-03-2023 05:39,24-03-2023 15:39,27-03-2023 13:40,26-03-2023 15:09,SHP-002,SUP-01,Online
OR-60970,CUST-11777,30-01-2024 00:09,30-01-2024 00:14,30-01-2024 00:34,30-01-2024 00:32,SHP-004,SUP-04,Retail PoS
OR-60987,CUST-05387,27-12-2021 07:09,06-01-2022 22:47,27-01-2022 08:38,18-01-2022 20:37,SHP-003,SUP-09,Online
OR-60988,CUST-10459,17-07-2023 17:58,17-07-2023 18:07,17-07-2023 18:26,17-07-2023 18:31,SHP-004,SUP-07,Retail PoS
OR-60996,CUST-18196,02-02-2022 06:32,03-02-2022 09:30,19-02-2022 15:03,13-02-2022 07:14,SHP-003,SUP-03,Online
OR-61008,CUST-10022,07-05-2021 12:32,13-05-2021 08:42,20-05-2021 21:57,02-06-2021 10:35,SHP-003,SUP-10,Online
OR-61009,CUST-04220,07-12-2023 07:42,16-12-2023 13:52,29-12-2023 11:54,20-01-2024 14:31,SHP-003,SUP-04,Online
OR-61019,CUST-10090,19-03-2021 02:09,23-03-2021 13:06,10-04-2021 14:25,11-05-2021 10:47,SHP-001,SUP-04,Online
OR-61030,CUST-12672,06-01-2021 00:11,07-01-2021 15:38,08-01-2021 11:18,08-01-2021 10:55,SHP-003,SUP-07,Online
OR-61031,CUST-00397,10-06-2024 17:48,10-06-2024 17:53,10-06-2024 18:11,10-06-2024 18:13,SHP-004,SUP-10,Retail PoS
OR-61032,CUST-06363,03-03-2024 03:45,06-03-2024 06:20,10-03-2024 21:27,31-03-2024 17:49,SHP-001,SUP-09,Online
OR-61042,CUST-11152,13-06-2013 14:36,21-06-2013 05:46,10-07-2013 20:37,27-07-2013 08:18,SHP-005,SUP-10,Retail PoS
OR-61063,CUST-09163,30-06-2024 11:23,05-07-2024 01:04,12-07-2024 23:38,11-07-2024 17:10,SHP-002,SUP-04,Online
OR-61068,CUST-19785,08-04-2024 21:26,08-04-2024 21:35,08-04-2024 21:51,08-04-2024 22:05,SHP-004,SUP-05,Retail PoS
OR-61076,CUST-05171,04-11-2019 09:52,10-11-2019 16:01,15-11-2019 05:22,14-11-2019 05:37,SHP-005,SUP-05,Retail PoS
OR-61077,CUST-16988,11-06-2024 17:27,17-06-2024 04:23,24-06-2024 16:09,18-06-2024 10:20,SHP-003,SUP-10,Online
OR-61084,CUST-12969,04-08-2014 16:01,12-08-2014 15:38,31-08-2014 12:49,25-08-2014 05:42,SHP-001,SUP-04,Online
OR-61090,CUST-15444,19-08-2017 18:12,26-08-2017 09:21,02-09-2017 06:15,28-08-2017 22:29,SHP-003,SUP-10,Online
OR-61111,CUST-12258,14-07-2023 13:23,22-07-2023 10:46,10-08-2023 21:49,07-08-2023 19:07,SHP-001,SUP-03,Online
OR-61122,CUST-11498,13-10-2020 18:54,24-10-2020 03:35,09-11-2020 16:38,06-11-2020 02:48,SHP-002,SUP-07,Online
OR-61128,CUST-13164,10-05-2023 15:01,10-05-2023 15:11,10-05-2023 15:29,10-05-2023 15:17,SHP-004,SUP-08,Retail PoS
OR-61145,CUST-18787,24-02-2010 10:50,04-03-2010 19:06,05-03-2010 01:22,04-03-2010 14:54,SHP-001,SUP-07,Online
OR-61150,CUST-00978,12-02-2023 18:09,12-02-2023 18:19,12-02-2023 18:36,12-02-2023 18:41,SHP-004,SUP-09,Retail PoS
OR-61154,CUST-00498,04-03-2020 06:40,04-03-2020 06:49,04-03-2020 07:09,04-03-2020 07:20,SHP-004,SUP-09,Retail PoS
OR-61173,CUST-07673,19-08-2020 05:11,19-08-2020 05:18,19-08-2020 05:35,19-08-2020 05:26,SHP-004,SUP-02,Retail PoS
OR-61177,CUST-05916,24-10-2023 11:13,31-10-2023 15:33,07-11-2023 19:38,18-11-2023 23:55,SHP-002,SUP-09,Online
OR-61182,CUST-09829,06-03-2024 20:52,06-03-2024 21:01,06-03-2024 21:15,06-03-2024 21:18,SHP-004,SUP-04,Retail PoS
OR-61185,CUST-17132,26-01-2023 02:46,04-02-2023 05:14,20-02-2023 09:50,16-03-2023 00:16,SHP-002,SUP-09,Online
OR-61193,CUST-09524,02-07-2020 22:35,02-07-2020 22:45,02-07-2020 23:00,02-07-2020 22:59,SHP-004,SUP-09,Retail PoS
OR-61198,CUST-09798,11-06-2011 09:08,20-06-2011 13:58,04-07-2011 16:56,22-07-2011 09:32,SHP-003,SUP-08,Online
OR-61199,CUST-19922,16-09-2022 13:33,24-09-2022 17:33,13-10-2022 12:48,07-10-2022 13:11,SHP-003,SUP-02,Online
OR-61207,CUST-05732,05-01-2014 04:07,10-01-2014 12:31,17-01-2014 03:20,14-01-2014 14:11,SHP-003,SUP-09,Online
OR-61214,CUST-10681,05-11-2023 21:05,10-11-2023 09:38,22-11-2023 06:21,18-11-2023 10:28,SHP-001,SUP-07,Online
OR-61221,CUST-09571,01-09-2002 22:07,09-09-2002 05:30,16-09-2002 07:19,14-09-2002 21:13,SHP-003,SUP-07,Online
OR-61225,CUST-15934,15-09-2023 23:58,25-09-2023 15:00,30-09-2023 07:01,27-09-2023 10:43,SHP-001,SUP-07,Online
OR-61240,CUST-19735,22-04-2024 01:30,29-04-2024 01:05,03-05-2024 14:09,30-04-2024 11:10,SHP-001,SUP-06,Online
OR-61247,CUST-03897,27-07-2015 01:46,30-07-2015 06:39,12-08-2015 18:37,04-08-2015 11:45,SHP-001,SUP-02,Online
OR-61257,CUST-07738,03-04-2021 22:41,03-04-2021 22:50,03-04-2021 23:11,03-04-2021 23:21,SHP-004,SUP-09,Retail PoS
OR-61258,CUST-11480,27-03-2019 10:20,04-04-2019 21:51,08-04-2019 04:39,01-05-2019 06:08,SHP-003,SUP-05,Online
OR-61259,CUST-04561,23-08-2022 05:52,02-09-2022 22:50,09-09-2022 01:22,03-09-2022 22:52,SHP-003,SUP-04,Online
OR-61266,CUST-08616,08-11-2022 09:20,08-11-2022 09:26,08-11-2022 09:42,08-11-2022 09:46,SHP-004,SUP-01,Retail PoS
OR-61267,CUST-18767,11-05-2024 17:04,11-05-2024 17:14,11-05-2024 17:25,11-05-2024 17:31,SHP-004,SUP-07,Retail PoS
OR-61270,CUST-08725,18-02-2013 23:38,18-02-2013 23:43,19-02-2013 00:08,19-02-2013 00:06,SHP-004,SUP-02,Retail PoS
OR-61281,CUST-18139,27-04-2023 12:24,27-04-2023 12:34,27-04-2023 12:45,27-04-2023 12:55,SHP-004,SUP-02,Retail PoS
OR-61291,CUST-18211,01-05-2023 16:54,11-05-2023 07:07,21-05-2023 09:27,17-05-2023 07:59,SHP-001,SUP-04,Online
OR-61300,CUST-13243,26-02-2021 19:28,26-02-2021 19:33,26-02-2021 19:50,26-02-2021 20:08,SHP-004,SUP-02,Retail PoS
OR-61303,CUST-00459,25-09-2022 19:27,06-10-2022 14:37,18-10-2022 19:55,08-10-2022 23:47,SHP-003,SUP-03,Online
OR-61304,CUST-01023,06-09-2021 07:36,10-09-2021 16:31,24-09-2021 10:03,17-10-2021 18:03,SHP-001,SUP-07,Online
OR-61311,CUST-18252,05-04-2023 03:55,11-04-2023 12:12,29-04-2023 19:06,28-05-2023 10:01,SHP-001,SUP-09,Online
OR-61315,CUST-02467,06-08-2019 23:14,13-08-2019 21:21,24-08-2019 01:44,17-08-2019 13:32,SHP-003,SUP-07,Online
OR-61316,CUST-13185,28-02-2024 04:10,29-02-2024 14:34,01-03-2024 07:38,01-03-2024 00:29,SHP-001,SUP-10,Online
OR-61328,CUST-13226,16-08-2023 21:09,19-08-2023 06:42,27-08-2023 09:19,23-08-2023 10:58,SHP-003,SUP-01,Online
OR-61332,CUST-09166,17-04-2023 13:04,17-04-2023 13:12,17-04-2023 13:32,17-04-2023 13:21,SHP-004,SUP-07,Retail PoS
OR-61343,CUST-06335,10-08-2023 22:25,10-08-2023 22:32,10-08-2023 22:49,10-08-2023 22:47,SHP-004,SUP-08,Retail PoS
OR-61362,CUST-11956,07-04-2023 20:29,10-04-2023 07:00,26-04-2023 08:53,19-04-2023 11:46,SHP-002,SUP-09,Online
OR-61367,CUST-18458,02-02-2020 15:28,09-02-2020 10:29,18-02-2020 22:03,11-02-2020 13:59,SHP-003,SUP-06,Online
OR-61386,CUST-05337,22-09-2016 23:49,29-09-2016 07:33,03-10-2016 09:56,30-09-2016 23:43,SHP-001,SUP-08,Online
OR-61397,CUST-07312,25-05-2011 18:53,31-05-2011 04:19,14-06-2011 14:54,22-06-2011 06:23,SHP-001,SUP-07,Online
OR-61408,CUST-05311,08-11-2022 14:40,08-11-2022 14:46,08-11-2022 15:05,08-11-2022 14:57,SHP-004,SUP-06,Retail PoS
OR-61410,CUST-01922,03-04-2022 05:13,10-04-2022 01:21,20-04-2022 12:37,15-04-2022 02:48,SHP-002,SUP-01,Online
OR-61423,CUST-03493,25-06-2024 21:19,30-06-2024 04:28,17-07-2024 10:03,23-07-2024 17:40,SHP-003,SUP-01,Online
OR-61432,CUST-06727,15-04-2024 05:48,19-04-2024 06:18,02-05-2024 02:42,21-04-2024 13:31,SHP-003,SUP-10,Online
OR-61433,CUST-13058,15-04-2024 08:32,26-04-2024 04:38,02-05-2024 06:08,01-05-2024 16:17,SHP-001,SUP-07,Online
OR-61445,CUST-11651,30-11-2021 21:01,01-12-2021 21:43,06-12-2021 18:17,02-01-2022 23:10,SHP-002,SUP-04,Online
OR-61461,CUST-13967,27-10-2019 06:51,04-11-2019 04:44,23-11-2019 02:30,12-11-2019 05:01,SHP-003,SUP-02,Online
OR-61468,CUST-06880,30-06-2024 00:37,30-06-2024 00:43,30-06-2024 01:04,30-06-2024 01:06,SHP-004,SUP-07,Retail PoS
OR-61475,CUST-07026,08-05-2022 07:39,16-05-2022 00:20,05-06-2022 14:51,26-05-2022 03:55,SHP-002,SUP-04,Online
OR-61476,CUST-03617,21-06-2014 21:52,26-06-2014 22:16,03-07-2014 16:46,02-07-2014 19:44,SHP-002,SUP-07,Online
OR-61483,CUST-13816,22-01-2022 00:52,31-01-2022 14:44,09-02-2022 01:00,13-02-2022 05:10,SHP-001,SUP-09,Online
OR-61494,CUST-11907,30-08-2020 20:51,30-08-2020 20:58,30-08-2020 21:20,30-08-2020 21:27,SHP-004,SUP-04,Retail PoS
OR-61498,CUST-07779,28-12-2023 05:27,06-01-2024 00:47,25-01-2024 16:31,21-01-2024 03:44,SHP-002,SUP-07,Online
OR-61516,CUST-03960,28-04-2017 20:24,01-05-2017 13:56,02-05-2017 16:51,02-05-2017 14:19,SHP-003,SUP-07,Online
OR-61524,CUST-13091,01-09-2021 21:57,01-09-2021 22:02,01-09-2021 22:24,01-09-2021 22:19,SHP-004,SUP-07,Retail PoS
OR-61536,CUST-15971,02-04-2024 11:35,02-04-2024 11:41,02-04-2024 11:58,02-04-2024 12:01,SHP-004,SUP-09,Retail PoS
OR-61543,CUST-10580,20-06-2008 02:21,20-06-2008 02:27,20-06-2008 02:51,20-06-2008 02:48,SHP-004,SUP-06,Retail PoS
OR-61550,CUST-04474,19-01-2023 23:39,28-01-2023 22:52,10-02-2023 16:42,30-01-2023 16:48,SHP-001,SUP-05,Online
OR-61552,CUST-04039,24-08-2020 06:35,27-08-2020 18:11,14-09-2020 13:59,08-09-2020 12:44,SHP-001,SUP-04,Online
OR-61557,CUST-11576,28-11-2021 00:44,28-11-2021 00:49,28-11-2021 01:14,28-11-2021 01:16,SHP-004,SUP-08,Retail PoS
OR-61559,CUST-13193,01-08-2012 07:51,06-08-2012 09:10,16-08-2012 04:49,09-08-2012 11:29,SHP-002,SUP-07,Online
OR-61584,CUST-04579,22-12-2019 09:47,29-12-2019 07:27,02-01-2020 20:05,23-01-2020 17:56,SHP-001,SUP-09,Online
OR-61587,CUST-05708,20-06-2024 15:29,29-06-2024 12:45,06-07-2024 11:51,01-07-2024 09:56,SHP-001,SUP-04,Online
OR-61599,CUST-18466,29-01-2021 17:44,29-01-2021 17:53,29-01-2021 18:10,29-01-2021 18:10,SHP-004,SUP-09,Retail PoS
OR-61603,CUST-16443,10-12-2022 10:34,14-12-2022 07:08,30-12-2022 19:25,26-12-2022 17:52,SHP-002,SUP-09,Online
