campaign_id,product_id,channel_id,budget,end_date,start_date,campaign_type
1361,OFF-EN-10000461,6,16761.00,2018-09-21,2017-08-31,First-Time Buyer Campaign
1232,TEC-PH-10002660,4,10210.00,2018-09-02,2018-01-06,Discount
1287,TEC-PH-10002660,2,16095.00,2018-08-27,2018-03-18,Engagement Campaign
1407,OFF-AP-10001271,3,10574.00,2017-12-23,2017-10-25,Discount
1132,OFF-LA-10003930,2,13289.00,2017-08-19,2017-01-25,First-Time Buyer Campaign
692,OFF-BI-10000605,6,7192.00,2017-08-15,2017-05-18,First-Time Buyer Campaign
1201,OFF-BI-10000605,7,23493.00,2017-08-15,2016-09-24,Product Launch
631,TEC-AC-10000199,7,15338.00,2018-02-12,2017-10-07,First-Time Buyer Campaign
1127,OFF-AR-10000246,4,33081.00,2018-03-02,2018-01-12,Brand Awareness
239,OFF-AP-10003842,5,7093.00,2017-11-12,2017-05-19,Flash Sale
1573,FUR-FU-10004018,6,27309.00,2017-11-23,2017-08-04,Conversion Campaign
1000,TEC-PH-10001536,1,9804.00,2018-06-07,2017-12-31,Loyalty Campaign
604,OFF-FA-10000611,4,14515.00,2017-02-09,2016-12-16,Flash Sale
451,FUR-BO-10004015,2,17660.00,2017-11-08,2016-10-31,Retargeting
211,OFF-BI-10002982,3,5306.00,2017-11-03,2017-09-09,Loyalty Campaign
321,FUR-FU-10003724,3,7766.00,2018-01-22,2017-01-18,Win-Back Campaign
934,FUR-FU-10003724,5,21868.00,2018-01-30,2017-04-01,Seasonal Sale
1417,OFF-AR-10001770,1,14660.00,2018-02-09,2017-02-28,Win-Back Campaign
389,FUR-CH-10003746,1,12483.00,2018-01-08,2017-08-26,Engagement Campaign
1173,FUR-CH-10003746,6,14894.00,2018-01-22,2017-11-20,Win-Back Campaign
1567,FUR-CH-10003746,6,41292.00,2018-01-21,2017-11-18,Brand Awareness
1034,TEC-AC-10003033,5,16315.00,2018-01-21,2017-06-08,Conversion Campaign
277,OFF-EN-10002500,2,9946.00,2018-08-31,2017-10-21,Flash Sale
1222,OFF-EN-10002500,7,30883.00,2018-09-12,2017-09-20,Product Launch
1229,TEC-MA-10001047,2,23612.00,2018-09-10,2017-11-24,Conversion Campaign
151,OFF-AP-10003057,7,6067.00,2018-05-06,2017-05-16,Win-Back Campaign
703,OFF-AP-10003057,6,17174.00,2018-05-09,2017-11-19,Seasonal Sale
996,OFF-AP-10003057,2,48672.00,2018-04-02,2017-05-12,Product Launch
552,OFF-PA-10003022,1,22647.00,2018-05-06,2017-07-04,Product Launch
1099,OFF-PA-10003228,6,14962.00,2018-04-28,2017-05-05,Conversion Campaign
396,OFF-BI-10001636,4,33626.00,2017-07-27,2016-12-02,Product Launch
1365,OFF-BI-10001636,7,18965.00,2017-06-29,2017-05-25,Discount
265,TEC-PH-10004536,4,25479.00,2017-06-19,2016-10-31,Seasonal Sale
851,TEC-PH-10004536,1,17162.00,2017-06-27,2017-04-28,Retargeting
555,FUR-FU-10003975,1,19007.00,2017-06-14,2017-02-27,Engagement Campaign
698,OFF-LA-10004544,1,10595.00,2017-06-16,2016-06-20,Discount
1251,OFF-LA-10004544,5,13916.00,2017-06-17,2016-11-23,Flash Sale
1131,FUR-FU-10004017,6,8361.00,2018-08-28,2017-10-11,Flash Sale
1478,FUR-FU-10004017,4,16598.00,2018-09-15,2018-04-21,Seasonal Sale
927,OFF-BI-10002012,2,14419.00,2018-06-23,2017-11-19,Loyalty Campaign
1180,OFF-BI-10001718,3,33321.00,2017-10-13,2016-12-07,Brand Awareness
687,FUR-CH-10001891,2,9801.00,2018-07-27,2018-05-21,Loyalty Campaign
1411,OFF-PA-10001260,3,42612.00,2018-07-14,2017-10-27,Brand Awareness
1500,OFF-PA-10001144,7,5664.00,2017-06-03,2017-05-09,Flash Sale
1055,OFF-AP-10001394,4,17185.00,2018-06-20,2018-01-09,Seasonal Sale
1083,OFF-AP-10001394,4,11905.00,2018-06-15,2017-10-27,Win-Back Campaign
1313,OFF-AP-10001394,2,59208.00,2018-06-17,2017-09-11,Brand Awareness
912,OFF-ST-10002370,6,16499.00,2018-06-04,2017-12-29,Discount
738,OFF-EN-10001532,6,12997.00,2018-01-16,2017-01-09,Discount
1265,OFF-EN-10001532,3,23035.00,2018-02-01,2017-02-18,Conversion Campaign
428,FUR-FU-10003535,2,11638.00,2017-05-25,2016-10-03,Discount
640,OFF-AR-10001972,3,20594.00,2018-09-05,2018-06-01,Conversion Campaign
1168,TEC-PH-10000369,3,42001.00,2018-01-15,2017-08-04,Product Launch
707,FUR-CH-10003379,5,41192.00,2017-03-29,2016-09-12,Product Launch
764,OFF-BI-10001758,1,11033.00,2018-03-14,2017-08-19,First-Time Buyer Campaign
896,OFF-AP-10002534,7,17129.00,2018-05-12,2017-11-03,Conversion Campaign
1185,OFF-ST-10000107,1,15303.00,2017-07-14,2017-04-18,Engagement Campaign
935,OFF-LA-10001474,4,16365.00,2017-06-24,2016-06-25,Seasonal Sale
570,TEC-PH-10000038,5,14973.00,2018-08-11,2018-07-01,Discount
1401,TEC-PH-10000038,5,10455.00,2018-08-03,2018-02-09,Flash Sale
737,TEC-PH-10001817,6,7044.00,2017-11-21,2017-10-03,Loyalty Campaign
1574,TEC-PH-10001817,7,17557.00,2017-12-09,2017-09-04,Discount
465,TEC-PH-10003691,3,58126.00,2017-07-21,2016-07-04,Brand Awareness
688,OFF-PA-10000357,1,10691.00,2018-02-14,2017-04-25,Engagement Campaign
1358,OFF-PA-10000357,3,5775.00,2018-01-16,2017-09-08,Loyalty Campaign
214,OFF-ST-10000344,6,11323.00,2017-04-29,2016-06-02,Flash Sale
1306,FUR-CH-10000015,4,21809.00,2017-05-25,2017-03-24,Engagement Campaign
1388,OFF-PA-10003729,6,8687.00,2017-06-14,2017-03-07,Win-Back Campaign
758,OFF-ST-10000142,3,26804.00,2018-01-27,2017-05-20,Brand Awareness
290,TEC-AC-10002567,4,12640.00,2018-02-06,2017-06-01,Engagement Campaign
524,TEC-AC-10002567,6,10122.00,2018-01-14,2017-07-10,Win-Back Campaign
1428,TEC-AC-10002567,2,7496.00,2018-01-16,2017-09-19,Flash Sale
574,OFF-AP-10003860,4,29757.00,2017-10-14,2016-10-15,Product Launch
1228,OFF-AP-10003860,3,27973.00,2017-10-20,2016-10-31,Conversion Campaign
1057,OFF-BI-10001510,5,13756.00,2018-09-21,2018-05-14,Loyalty Campaign
138,OFF-LA-10002271,4,10963.00,2018-09-17,2017-08-17,Retargeting
202,OFF-ST-10002292,7,9960.00,2018-04-23,2017-05-07,Discount
1190,OFF-ST-10002292,1,21088.00,2018-05-21,2017-08-26,Product Launch
327,TEC-PH-10000576,3,39661.00,2018-05-11,2018-02-02,Seasonal Sale
1455,OFF-ST-10000642,5,13030.00,2017-03-08,2016-03-03,First-Time Buyer Campaign
708,TEC-AC-10001908,2,38861.00,2018-08-13,2018-06-23,Brand Awareness
1170,TEC-AC-10001908,7,35884.00,2018-08-27,2018-02-14,Product Launch
814,OFF-AP-10001242,2,10108.00,2017-10-12,2017-06-04,Win-Back Campaign
1016,OFF-AP-10001242,3,17411.00,2017-10-21,2017-02-27,Retargeting
549,FUR-FU-10002445,6,21506.00,2018-03-02,2017-03-30,Conversion Campaign
978,TEC-PH-10002549,6,32598.00,2018-08-25,2017-11-07,Brand Awareness
1206,TEC-PH-10003484,7,12084.00,2018-08-29,2017-09-16,Discount
280,TEC-PH-10003012,4,43444.00,2017-12-13,2017-04-26,Product Launch
1368,TEC-PH-10003012,4,12583.00,2017-12-05,2017-10-13,Engagement Campaign
872,TEC-AC-10003433,2,14416.00,2017-12-23,2017-01-11,Flash Sale
691,TEC-AC-10004864,6,23455.00,2017-10-22,2017-07-16,Conversion Campaign
759,TEC-AC-10004864,2,19272.00,2017-10-21,2017-05-05,Conversion Campaign
305,TEC-AC-10002647,3,45642.00,2017-09-24,2017-03-08,Brand Awareness
370,OFF-PA-10002713,7,50347.00,2017-04-06,2016-12-03,Brand Awareness
443,OFF-PA-10002713,7,10969.00,2017-03-27,2017-01-22,Win-Back Campaign
963,OFF-EN-10003072,5,11685.00,2017-09-05,2016-10-31,Discount
1178,OFF-PA-10002581,6,6399.00,2018-02-22,2017-06-01,Loyalty Campaign
469,TEC-PH-10002834,7,34225.00,2018-04-20,2017-07-24,Seasonal Sale
504,OFF-PA-10000477,3,9962.00,2017-12-14,2017-08-31,Flash Sale
1030,OFF-PA-10000477,7,14243.00,2018-01-21,2017-06-06,Engagement Campaign
1554,OFF-PA-10000477,4,29577.00,2017-12-23,2017-05-03,Seasonal Sale
695,OFF-ST-10000943,1,12124.00,2018-03-24,2017-12-09,Engagement Campaign
1066,OFF-ST-10000943,5,12003.00,2018-03-16,2018-01-02,Loyalty Campaign
281,TEC-PH-10004071,5,51878.00,2018-03-15,2017-07-19,Brand Awareness
483,TEC-PH-10004071,5,38118.00,2018-02-20,2018-01-06,Product Launch
637,OFF-AP-10002203,5,9138.00,2017-05-02,2016-05-05,First-Time Buyer Campaign
109,OFF-BI-10003091,7,17769.00,2017-05-02,2017-02-04,Retargeting
786,OFF-BI-10003091,6,9688.00,2017-05-11,2016-10-30,Win-Back Campaign
357,OFF-ST-10000060,3,26734.00,2018-09-02,2017-10-25,Product Launch
1239,OFF-ST-10000060,4,13893.00,2018-09-09,2018-06-25,Engagement Campaign
1525,OFF-BI-10004187,2,6987.00,2017-05-02,2016-04-29,Loyalty Campaign
143,OFF-ST-10004804,2,11223.00,2017-09-16,2017-01-30,Discount
992,OFF-PA-10001289,3,13753.00,2018-05-13,2017-08-01,Conversion Campaign
1447,OFF-PA-10001289,3,5089.00,2018-05-13,2017-09-23,Flash Sale
680,FUR-FU-10001588,2,25001.00,2018-09-19,2018-06-12,Conversion Campaign
1562,FUR-FU-10001588,7,11677.00,2018-09-02,2017-10-01,Retargeting
1186,OFF-PA-10000308,6,13023.00,2018-07-11,2017-10-26,Win-Back Campaign
1315,OFF-PA-10000308,2,34667.00,2018-07-16,2018-04-23,Seasonal Sale
383,OFF-AP-10000240,5,8302.00,2017-06-02,2016-12-23,First-Time Buyer Campaign
441,OFF-AP-10000240,5,45365.00,2017-06-12,2016-12-14,Product Launch
933,OFF-AP-10000240,7,14288.00,2017-05-21,2016-05-01,Loyalty Campaign
719,OFF-PA-10004082,2,15747.00,2018-04-19,2017-05-30,Conversion Campaign
792,OFF-AR-10003338,5,21127.00,2018-01-16,2017-10-07,Engagement Campaign
473,OFF-PA-10001509,6,13164.00,2018-04-24,2017-05-06,Conversion Campaign
781,OFF-PA-10001509,4,11086.00,2018-04-28,2017-11-24,First-Time Buyer Campaign
1438,OFF-PA-10001509,1,33485.00,2018-04-20,2017-05-10,Brand Awareness
1305,OFF-AR-10004269,7,8519.00,2018-04-05,2017-10-06,Win-Back Campaign
788,FUR-FU-10001057,5,9133.00,2018-07-11,2018-03-04,Discount
217,OFF-BI-10002082,3,58603.00,2018-03-02,2017-03-01,Brand Awareness
527,TEC-AC-10001956,7,45347.00,2017-10-20,2017-06-25,Product Launch
1263,TEC-AC-10001956,1,19454.00,2017-10-08,2017-05-04,Discount
1258,OFF-BI-10004390,1,45831.00,2018-02-17,2017-04-14,Brand Awareness
1062,FUR-FU-10000277,3,16404.00,2018-08-15,2017-10-18,First-Time Buyer Campaign
1471,FUR-FU-10000277,2,8691.00,2018-07-25,2018-06-09,Discount
314,OFF-AR-10000127,3,12328.00,2018-03-20,2017-04-29,Conversion Campaign
363,OFF-AR-10000127,7,10171.00,2018-03-21,2017-08-05,Flash Sale
1242,FUR-FU-10004904,3,14763.00,2018-03-07,2017-03-21,Win-Back Campaign
1395,FUR-FU-10002918,2,7504.00,2017-12-22,2017-05-03,Flash Sale
1040,OFF-BI-10004716,6,25091.00,2017-12-07,2017-05-13,Seasonal Sale
1449,FUR-FU-10004666,3,10064.00,2017-06-08,2016-11-24,Flash Sale
1578,OFF-AP-10002945,3,17889.00,2017-06-07,2016-12-03,Conversion Campaign
619,OFF-PA-10002870,1,16523.00,2018-06-26,2017-08-31,Conversion Campaign
806,FUR-CH-10003833,2,20859.00,2018-07-14,2018-02-06,Seasonal Sale
231,OFF-LA-10001074,5,41319.00,2017-10-06,2017-03-11,Brand Awareness
558,TEC-AC-10002217,6,25862.00,2018-04-16,2018-01-26,Conversion Campaign
1114,TEC-AC-10002217,3,8632.00,2018-03-13,2017-07-27,Loyalty Campaign
1217,TEC-AC-10002217,7,13389.00,2018-03-19,2017-05-05,Retargeting
191,OFF-ST-10004507,2,22190.00,2018-01-26,2017-10-08,Conversion Campaign
651,OFF-ST-10004507,1,12983.00,2018-01-30,2017-01-18,Retargeting
1169,OFF-ST-10004507,6,27823.00,2018-01-13,2017-01-30,Conversion Campaign
1177,OFF-ST-10004507,4,12052.00,2018-02-01,2017-03-12,Retargeting
1213,OFF-AP-10000891,5,21509.00,2018-05-07,2017-04-24,Seasonal Sale
1324,OFF-AP-10000891,7,13958.00,2018-04-15,2017-07-31,Discount
1318,FUR-CH-10002331,1,18663.00,2017-09-15,2016-12-07,Discount
638,OFF-SU-10001664,2,22613.00,2018-09-22,2017-08-15,Engagement Campaign
285,OFF-AR-10001958,5,9295.00,2018-06-13,2018-01-18,Flash Sale
508,FUR-CH-10004063,2,15383.00,2018-06-28,2018-03-29,Conversion Campaign
333,OFF-FA-10001843,5,46449.00,2018-06-21,2018-03-25,Product Launch
172,OFF-ST-10003641,4,9864.00,2018-07-04,2018-03-16,First-Time Buyer Campaign
724,OFF-ST-10003641,1,17433.00,2018-07-03,2017-12-07,Seasonal Sale
689,TEC-PH-10002310,5,11408.00,2018-03-10,2017-04-08,First-Time Buyer Campaign
561,OFF-PA-10001947,4,6116.00,2018-09-28,2018-07-13,Win-Back Campaign
863,TEC-AC-10001606,4,39744.00,2018-04-24,2017-04-16,Seasonal Sale
345,OFF-BI-10004817,1,12390.00,2018-02-26,2017-11-01,Flash Sale
1261,OFF-BI-10004817,3,39634.00,2018-01-24,2017-12-16,Seasonal Sale
278,TEC-PH-10002115,6,7878.00,2018-07-02,2018-02-17,Retargeting
492,TEC-PH-10002115,1,15127.00,2018-05-27,2018-02-28,Engagement Campaign
1295,TEC-PH-10002115,7,26864.00,2018-07-02,2017-05-21,Product Launch
1495,OFF-AP-10000938,5,46499.00,2018-04-16,2017-06-09,Brand Awareness
192,OFF-BI-10004139,5,13048.00,2017-06-03,2017-02-11,Retargeting
964,OFF-BI-10004139,6,17632.00,2017-06-17,2016-08-19,Retargeting
458,FUR-FU-10000719,6,6466.00,2018-08-29,2017-12-25,Loyalty Campaign
842,OFF-PA-10000130,5,14130.00,2018-01-25,2017-05-07,Win-Back Campaign
887,OFF-PA-10000130,2,35089.00,2018-02-05,2017-07-23,Product Launch
137,FUR-FU-10000965,4,11899.00,2017-12-10,2017-05-03,Loyalty Campaign
226,FUR-FU-10000965,7,12615.00,2018-01-02,2017-09-14,Flash Sale
495,FUR-FU-10000965,2,8395.00,2017-12-19,2017-06-04,Loyalty Campaign
949,FUR-FU-10000965,4,15890.00,2017-12-14,2017-11-02,Discount
454,TEC-AC-10003027,1,15476.00,2018-01-30,2017-11-24,First-Time Buyer Campaign
1253,TEC-AC-10003027,6,23925.00,2018-01-06,2017-09-30,Engagement Campaign
1291,TEC-AC-10003027,1,8354.00,2018-01-31,2017-01-28,Win-Back Campaign
1017,TEC-PH-10002563,5,17264.00,2018-08-17,2018-05-10,Engagement Campaign
784,FUR-FU-10003142,1,10182.00,2017-07-11,2016-10-01,First-Time Buyer Campaign
931,OFF-ST-10003656,1,9674.00,2018-09-21,2018-02-10,Retargeting
264,FUR-BO-10002202,4,14493.00,2018-06-01,2017-12-06,Discount
580,FUR-BO-10002202,1,14421.00,2018-06-24,2018-01-09,Flash Sale
1405,FUR-BO-10002202,6,14668.00,2018-05-28,2017-10-03,Retargeting
1523,TEC-AC-10003590,4,13991.00,2017-08-06,2017-05-09,Conversion Campaign
826,OFF-AP-10004868,5,15121.00,2018-07-12,2017-07-23,First-Time Buyer Campaign
836,OFF-AP-10004868,1,36664.00,2018-08-04,2017-11-23,Product Launch
1130,OFF-AP-10004868,6,33983.00,2018-08-07,2018-02-18,Seasonal Sale
1575,OFF-AP-10004868,4,13866.00,2018-08-06,2018-05-20,Loyalty Campaign
1165,OFF-PA-10001972,5,10196.00,2018-09-23,2017-11-07,Discount
243,OFF-AR-10002818,4,13453.00,2018-09-16,2018-06-09,First-Time Buyer Campaign
1164,OFF-EN-10000056,5,11649.00,2018-08-18,2017-12-24,First-Time Buyer Campaign
1527,OFF-FA-10004838,6,25107.00,2018-04-15,2018-01-12,Brand Awareness
1167,OFF-PA-10003424,5,52477.00,2018-04-28,2017-07-18,Brand Awareness
1479,OFF-PA-10003424,5,15881.00,2018-04-09,2017-09-12,Win-Back Campaign
276,OFF-PA-10000174,7,10627.00,2017-10-24,2016-11-18,Loyalty Campaign
726,OFF-PA-10000174,7,18544.00,2017-11-13,2017-07-22,Discount
1176,OFF-PA-10000174,7,10613.00,2017-10-18,2017-09-05,Discount
655,OFF-EN-10002592,1,13243.00,2018-08-13,2018-01-05,Retargeting
1205,OFF-EN-10002592,2,17972.00,2018-08-20,2018-04-23,Retargeting
518,OFF-PA-10000501,4,58087.00,2018-09-13,2018-07-01,Brand Awareness
837,TEC-PH-10001527,7,26992.00,2017-05-16,2016-07-01,Seasonal Sale
546,OFF-EN-10002621,1,16377.00,2018-02-25,2017-02-26,First-Time Buyer Campaign
1317,FUR-TA-10002645,6,10835.00,2018-03-18,2018-01-29,Retargeting
303,OFF-ST-10000777,3,13055.00,2018-07-16,2018-01-01,Conversion Campaign
1218,OFF-FA-10000304,3,29054.00,2017-10-20,2017-05-31,Product Launch
152,OFF-AR-10001231,6,38028.00,2017-04-12,2016-10-06,Seasonal Sale
1418,OFF-BI-10000545,3,8639.00,2018-05-27,2017-07-21,Win-Back Campaign
349,OFF-EN-10003068,3,16956.00,2017-08-28,2016-12-27,Discount
617,TEC-PH-10003645,5,13180.00,2018-02-23,2017-03-13,Flash Sale
1235,TEC-PH-10003645,4,9753.00,2018-01-27,2017-09-07,Loyalty Campaign
804,TEC-AC-10003023,7,16199.00,2018-01-30,2017-02-07,Seasonal Sale
676,FUR-TA-10001771,1,13765.00,2018-02-15,2017-03-20,First-Time Buyer Campaign
879,TEC-AC-10001445,7,44250.00,2018-01-26,2017-04-18,Brand Awareness
1391,TEC-AC-10001445,2,21888.00,2018-01-22,2017-11-19,Seasonal Sale
1591,TEC-AC-10001445,2,10905.00,2018-01-24,2017-03-26,Discount
563,OFF-PA-10003039,5,16686.00,2017-03-30,2016-07-21,Engagement Campaign
1200,OFF-PA-10003039,1,36539.00,2017-04-16,2017-01-02,Seasonal Sale
683,OFF-AR-10003478,1,38504.00,2018-08-24,2017-08-20,Product Launch
1372,OFF-AR-10003478,6,14132.00,2018-09-19,2017-09-04,Loyalty Campaign
745,FUR-FU-10001475,5,16078.00,2018-08-20,2018-07-16,Seasonal Sale
1270,OFF-AR-10000203,3,9280.00,2018-03-05,2017-03-29,Win-Back Campaign
107,FUR-CH-10003396,2,58388.00,2017-07-04,2016-10-25,Brand Awareness
356,OFF-LA-10004008,2,10769.00,2017-09-08,2017-03-07,Retargeting
852,FUR-BO-10002916,6,47376.00,2017-10-05,2017-06-10,Product Launch
867,FUR-BO-10002916,7,8557.00,2017-09-06,2017-04-19,Loyalty Campaign
174,OFF-LA-10003663,6,24242.00,2018-03-05,2017-07-14,Conversion Campaign
193,OFF-LA-10003663,6,44161.00,2018-02-16,2017-11-10,Product Launch
840,OFF-LA-10003663,7,10407.00,2018-03-13,2017-11-20,Win-Back Campaign
391,OFF-BI-10002764,3,13592.00,2017-12-11,2017-06-08,Loyalty Campaign
1595,OFF-BI-10002764,1,10312.00,2017-12-08,2017-04-20,Flash Sale
1221,OFF-ST-10002444,2,28364.00,2018-01-22,2017-09-27,Seasonal Sale
344,FUR-CH-10001215,2,38312.00,2017-12-16,2017-09-18,Product Launch
1460,FUR-CH-10001215,1,7852.00,2017-12-07,2017-04-03,Win-Back Campaign
576,FUR-CH-10002304,5,35412.00,2017-11-15,2017-03-29,Brand Awareness
690,FUR-CH-10002304,2,34065.00,2017-11-12,2017-03-14,Seasonal Sale
898,FUR-FU-10003829,2,12191.00,2017-07-19,2017-02-18,Loyalty Campaign
127,OFF-BI-10001120,2,8947.00,2018-04-21,2018-03-19,Loyalty Campaign
353,TEC-PH-10003655,1,37642.00,2017-11-12,2017-04-02,Brand Awareness
967,TEC-PH-10003655,5,12138.00,2017-12-01,2017-09-30,Win-Back Campaign
1189,OFF-PA-10002923,2,59835.00,2018-09-01,2017-09-06,Brand Awareness
150,TEC-PH-10000526,7,15545.00,2018-09-16,2018-06-11,Retargeting
624,TEC-PH-10000526,1,17054.00,2018-08-31,2018-03-05,Conversion Campaign
811,TEC-PH-10000526,4,8553.00,2018-09-28,2017-11-14,Loyalty Campaign
773,OFF-EN-10004846,4,15171.00,2018-10-05,2018-04-26,First-Time Buyer Campaign
521,OFF-EN-10003448,1,39515.00,2018-03-09,2017-04-22,Seasonal Sale
250,OFF-ST-10000876,6,9592.00,2018-01-07,2017-08-22,Flash Sale
652,OFF-ST-10000876,7,33735.00,2018-01-08,2017-03-12,Seasonal Sale
291,OFF-BI-10004738,2,10278.00,2018-05-19,2017-10-09,First-Time Buyer Campaign
1373,OFF-PA-10004610,6,15262.00,2018-05-23,2017-05-14,First-Time Buyer Campaign
393,OFF-PA-10004092,4,10272.00,2017-09-27,2017-02-01,Retargeting
263,TEC-PH-10000439,2,46566.00,2017-11-05,2017-06-27,Product Launch
1302,TEC-PH-10000439,7,10308.00,2017-10-01,2017-06-16,Loyalty Campaign
953,FUR-TA-10001705,5,9656.00,2018-03-21,2017-07-14,First-Time Buyer Campaign
456,OFF-BI-10003638,7,44597.00,2017-11-09,2017-05-27,Product Launch
965,OFF-BI-10003638,3,10874.00,2017-10-15,2016-12-06,First-Time Buyer Campaign
471,FUR-FU-10004245,3,17900.00,2017-11-09,2017-01-06,Conversion Campaign
1581,FUR-FU-10004245,2,6997.00,2017-11-10,2016-10-16,First-Time Buyer Campaign
1354,TEC-AC-10003289,1,25386.00,2018-02-15,2017-12-21,Product Launch
860,FUR-FU-10001025,7,23587.00,2018-08-25,2018-02-16,Seasonal Sale
946,TEC-AC-10002335,6,46206.00,2018-09-13,2018-02-24,Brand Awareness
184,TEC-AC-10002076,3,28828.00,2017-02-27,2016-04-16,Conversion Campaign
1094,TEC-AC-10002076,7,9217.00,2017-03-29,2016-08-29,Loyalty Campaign
1412,TEC-AC-10002076,3,9488.00,2017-02-26,2016-05-21,Win-Back Campaign
1496,OFF-AR-10002257,7,13299.00,2017-10-07,2017-08-20,Conversion Campaign
1427,TEC-PH-10003442,1,28685.00,2018-02-07,2017-06-15,Conversion Campaign
491,TEC-CO-10000971,3,29906.00,2018-09-04,2018-07-25,Brand Awareness
340,TEC-PH-10002468,6,14331.00,2018-02-09,2017-06-29,Retargeting
566,OFF-BI-10004308,3,17344.00,2018-01-06,2017-04-10,Discount
1467,OFF-BI-10004308,7,30088.00,2018-01-25,2017-05-21,Seasonal Sale
405,OFF-BI-10001679,7,14466.00,2017-09-12,2017-02-24,Engagement Campaign
869,OFF-BI-10001679,6,45093.00,2017-09-21,2016-11-12,Brand Awareness
1021,OFF-BI-10001679,2,13715.00,2017-10-02,2017-06-10,Discount
1403,OFF-BI-10001679,3,9503.00,2017-09-27,2016-09-18,Win-Back Campaign
233,TEC-CO-10004115,1,20274.00,2017-12-31,2017-09-18,Engagement Campaign
735,TEC-CO-10004115,4,8497.00,2017-12-30,2017-10-21,Win-Back Campaign
1442,TEC-PH-10003601,2,14988.00,2017-08-22,2016-11-12,First-Time Buyer Campaign
1502,OFF-AP-10003884,4,16271.00,2017-12-09,2017-05-28,Seasonal Sale
182,OFF-ST-10002485,2,14521.00,2018-08-15,2017-07-24,First-Time Buyer Campaign
253,TEC-MA-10004679,3,16055.00,2018-07-20,2018-04-02,Conversion Campaign
1104,TEC-MA-10004679,2,8521.00,2018-08-24,2018-02-20,Win-Back Campaign
1511,TEC-MA-10004679,7,13560.00,2018-08-17,2018-03-09,Win-Back Campaign
755,FUR-FU-10001731,6,14850.00,2018-01-06,2017-08-24,Flash Sale
1002,FUR-FU-10001731,5,17525.00,2017-12-28,2017-02-28,Engagement Campaign
1360,FUR-FU-10001731,7,16265.00,2018-01-15,2017-02-23,Discount
224,TEC-PH-10004774,1,14900.00,2018-01-06,2017-02-26,Retargeting
723,TEC-PH-10002726,1,16004.00,2017-10-03,2016-11-24,Conversion Campaign
888,OFF-ST-10001809,2,12702.00,2017-11-02,2017-08-20,First-Time Buyer Campaign
328,OFF-PA-10004983,2,23541.00,2018-07-09,2017-10-09,Product Launch
855,OFF-PA-10001534,4,11675.00,2018-08-04,2018-04-23,Flash Sale
820,OFF-AR-10004165,1,8765.00,2017-12-18,2017-08-02,Win-Back Campaign
1297,OFF-BI-10004099,6,55460.00,2018-08-03,2018-05-22,Brand Awareness
922,OFF-PA-10004996,6,10477.00,2018-09-04,2017-10-03,Discount
1350,OFF-PA-10004996,7,18308.00,2018-09-03,2017-08-10,Conversion Campaign
125,OFF-LA-10001175,5,13681.00,2018-08-30,2018-05-05,First-Time Buyer Campaign
1209,OFF-LA-10001175,4,16429.00,2018-08-17,2018-07-18,First-Time Buyer Campaign
1343,OFF-PA-10004041,7,13605.00,2018-04-06,2017-03-17,Flash Sale
310,OFF-FA-10000053,6,19952.00,2018-04-15,2017-10-17,Discount
1269,OFF-FA-10000053,2,46494.00,2018-05-04,2017-08-02,Brand Awareness
369,OFF-PA-10000605,2,6758.00,2018-04-27,2017-05-11,Flash Sale
906,OFF-PA-10000605,3,6076.00,2018-05-09,2017-04-25,Loyalty Campaign
881,TEC-PH-10001128,6,15314.00,2017-03-29,2016-05-23,First-Time Buyer Campaign
501,OFF-AR-10004602,3,12146.00,2018-04-18,2017-12-11,Win-Back Campaign
275,OFF-BI-10000301,6,24199.00,2018-03-05,2017-07-18,Engagement Campaign
375,OFF-BI-10000301,6,13359.00,2018-02-16,2017-02-15,Loyalty Campaign
940,OFF-BI-10000301,1,12338.00,2018-03-06,2017-02-24,Engagement Campaign
442,FUR-CH-10001973,4,22672.00,2018-05-07,2018-01-16,Conversion Campaign
710,FUR-CH-10001973,6,12638.00,2018-05-14,2017-06-22,Conversion Campaign
941,FUR-CH-10001973,5,14780.00,2018-05-14,2017-09-22,Engagement Campaign
1070,FUR-CH-10001973,2,22972.00,2018-05-22,2018-02-07,Engagement Campaign
304,FUR-FU-10003981,3,9600.00,2018-04-21,2017-04-05,Retargeting
482,OFF-AP-10001293,5,14710.00,2018-09-02,2017-12-15,First-Time Buyer Campaign
1007,OFF-ST-10001526,1,11828.00,2018-09-02,2017-10-19,Flash Sale
791,TEC-PH-10001254,3,23184.00,2017-11-25,2016-12-07,Conversion Campaign
516,OFF-PA-10002120,1,9007.00,2017-12-26,2017-02-22,Flash Sale
1255,OFF-PA-10001937,2,24042.00,2018-02-20,2017-10-22,Product Launch
118,FUR-BO-10001798,6,10793.00,2018-03-23,2017-02-15,Win-Back Campaign
252,TEC-PH-10001198,1,42677.00,2018-03-12,2017-03-13,Product Launch
362,TEC-AC-10000580,3,12009.00,2018-04-29,2018-01-18,Flash Sale
883,OFF-BI-10004876,4,22753.00,2018-07-24,2017-07-30,Seasonal Sale
352,OFF-BI-10003166,1,13192.00,2018-01-22,2017-10-04,Discount
586,OFF-BI-10003166,5,10647.00,2018-02-15,2017-09-07,Flash Sale
937,OFF-BI-10003166,1,15321.00,2018-01-19,2017-11-23,Win-Back Campaign
