metric_id,campaign_id,impressions,clicks,conversions,bounces,metric_date
6994,798,10572,689,260,338,2017-09-04
6995,798,22163,974,784,618,2017-08-06
6996,798,4286,339,147,292,2017-09-08
6997,798,20189,2043,826,953,2017-09-07
6998,798,6726,700,338,2,2017-09-01
6999,798,24834,563,285,335,2017-08-18
7000,798,7176,429,218,343,2017-08-11
7001,799,16495,1017,561,732,2017-02-18
7002,799,9769,297,174,108,2017-02-13
7003,799,15318,336,62,178,2017-02-04
7004,799,16390,1636,435,883,2017-02-21
7005,799,8448,531,366,373,2017-02-17
7006,799,9534,883,656,29,2017-02-10
7007,799,24394,542,354,194,2017-02-20
7008,799,5648,189,61,151,2017-02-15
7009,799,16201,1178,376,155,2017-02-23
7010,799,6726,286,66,240,2017-02-05
7011,799,16035,1864,111,439,2017-03-01
7012,799,13794,446,190,131,2017-02-16
7013,799,5079,396,68,40,2017-02-27
7014,800,24897,2782,2172,883,2016-05-03
7015,800,11797,243,201,119,2016-04-27
7016,800,12940,1066,764,816,2016-04-14
7017,800,17840,931,75,390,2016-04-26
7018,800,4762,208,76,155,2016-04-24
7019,800,10543,463,204,363,2016-05-05
7020,800,4572,337,184,48,2016-04-18
7021,800,8096,674,560,204,2016-04-16
7022,800,7580,607,459,531,2016-04-15
7023,800,17225,624,290,355,2016-05-07
7024,801,23354,1295,395,1097,2017-03-18
7025,801,9166,863,435,196,2017-04-07
7026,801,17798,1938,417,1201,2017-03-31
7027,801,23927,2015,1041,507,2017-03-10
7028,801,9893,718,393,240,2017-03-09
7029,801,13408,715,24,357,2017-04-03
7030,801,6829,166,74,5,2017-03-24
7031,801,19746,1566,137,274,2017-04-06
7032,801,7753,220,47,79,2017-04-01
7033,801,5521,409,70,326,2017-03-27
7034,801,6006,207,74,9,2017-04-04
7035,801,12924,1461,1287,1353,2017-03-16
7036,802,8912,368,137,42,2017-04-13
7037,802,22827,2169,1926,399,2017-04-28
7038,802,10948,822,565,81,2017-05-01
7039,802,18201,1802,1042,41,2017-04-27
7040,802,16268,1381,75,1346,2017-04-21
7041,802,6154,372,166,105,2017-04-23
7042,802,5056,366,137,262,2017-04-08
7043,802,15914,962,386,327,2017-04-20
7044,802,17862,726,429,39,2017-04-19
7045,802,7190,414,63,107,2017-04-14
7046,802,17737,725,396,173,2017-04-16
7047,802,15714,782,694,132,2017-04-18
7048,802,16660,1310,913,134,2017-04-10
7049,802,3475,132,8,128,2017-04-24
7050,802,17216,659,506,177,2017-04-17
7051,803,21931,1015,818,733,2016-08-08
7052,803,7109,743,537,100,2016-08-05
7053,803,17382,1947,769,1038,2016-07-29
7054,803,12675,845,363,198,2016-07-16
7055,803,14645,1571,253,803,2016-07-21
7056,803,10064,1085,483,140,2016-07-30
7057,803,8796,268,160,256,2016-07-25
7058,803,11696,607,358,150,2016-07-23
7059,804,13301,1410,291,499,2017-12-26
7060,804,13102,550,239,80,2018-01-14
7061,804,8243,303,182,299,2018-01-13
7062,804,24990,2138,283,527,2018-01-15
7063,804,21995,1723,168,1391,2018-01-10
7064,804,15593,817,133,691,2018-01-20
7065,804,5391,305,297,73,2018-01-07
7066,804,18613,1619,1605,618,2018-01-01
7067,804,15156,1084,68,1065,2018-01-09
7068,804,21685,599,581,183,2018-01-25
7069,805,21201,456,391,351,2017-03-17
7070,805,21313,1193,267,739,2017-04-11
7071,805,18131,851,94,456,2017-03-31
7072,805,10678,544,411,63,2017-03-28
7073,805,21240,966,361,704,2017-04-08
7074,805,14668,366,225,294,2017-03-25
7075,805,8766,181,124,180,2017-04-13
7076,805,24078,2202,87,1228,2017-04-14
7077,805,12750,1041,655,416,2017-03-29
7078,805,24476,1845,336,1171,2017-04-04
7079,805,21877,744,237,612,2017-04-20
7080,805,22142,1321,775,211,2017-03-16
7081,805,12364,458,438,425,2017-04-07
7082,805,21686,950,928,907,2017-04-17
7083,805,4507,188,127,184,2017-04-10
7084,806,6847,586,405,353,2017-12-05
7085,806,22057,1502,257,582,2017-12-25
7086,806,18466,1175,211,753,2017-12-07
7087,806,12277,568,188,58,2017-11-28
7088,806,19913,996,429,807,2017-12-17
7089,806,5903,518,295,510,2017-12-18
7090,806,6972,499,384,192,2017-11-26
7091,806,19125,1724,1468,412,2017-11-29
7092,806,20647,1738,352,1516,2017-12-19
7093,807,20921,896,398,858,2016-09-10
7094,807,16644,1509,1166,448,2016-09-02
7095,807,6037,306,39,289,2016-09-03
7096,807,12612,753,423,361,2016-09-01
7097,807,7605,506,287,231,2016-08-28
7098,808,4813,521,159,506,2017-02-04
7099,808,15968,969,823,604,2017-01-25
7100,808,4596,342,156,121,2017-01-29
7101,808,21263,1454,907,1363,2017-02-07
7102,808,8278,293,61,240,2017-01-23
7103,808,8882,779,378,422,2017-01-10
7104,808,17969,490,406,193,2017-01-28
7105,808,16298,444,285,348,2017-01-21
7106,808,4799,366,125,352,2017-01-03
7107,808,10979,877,90,586,2017-01-27
7108,808,17150,428,259,104,2017-02-02
7109,808,4940,317,271,220,2017-01-07
7110,808,12903,810,779,535,2017-02-06
7111,808,10173,1099,853,1,2017-01-09
7112,809,20768,2052,1027,2001,2016-05-22
7113,809,5536,590,342,0,2016-05-18
7114,809,9071,523,10,91,2016-05-23
7115,809,16014,724,43,455,2016-05-26
7116,809,20116,1805,512,626,2016-05-15
7117,809,11830,407,94,338,2016-05-24
7118,810,16395,724,490,183,2017-09-13
7119,810,12746,1392,674,1035,2017-09-05
7120,810,6377,604,70,373,2017-10-01
7121,810,15977,1080,747,728,2017-09-24
7122,810,9937,290,286,100,2017-08-31
7123,810,9413,355,183,155,2017-10-03
7124,810,5566,241,213,196,2017-09-27
7125,811,22752,2120,1132,894,2016-04-28
7126,811,15622,368,120,45,2016-04-18
7127,811,18166,865,729,548,2016-04-27
7128,811,3684,74,61,27,2016-04-29
7129,811,21430,734,224,196,2016-04-30
7130,812,20151,1762,651,464,2017-03-05
7131,812,5084,450,295,80,2017-03-10
7132,812,22698,1061,184,0,2017-03-16
7133,812,20331,1303,281,618,2017-03-15
7134,812,10667,734,319,443,2017-03-17
7135,813,22956,613,232,32,2017-04-03
7136,813,8364,945,795,5,2017-04-21
7137,813,7934,616,351,269,2017-04-28
7138,813,4513,509,172,135,2017-05-01
7139,813,6647,764,408,421,2017-04-23
7140,813,9686,1029,182,738,2017-04-26
7141,813,19981,1302,888,91,2017-04-14
7142,813,15602,762,614,740,2017-04-07
7143,813,16907,491,211,260,2017-04-06
7144,813,19222,1510,565,188,2017-04-27
7145,813,20989,925,736,614,2017-04-09
7146,813,5342,415,175,63,2017-04-12
7147,814,22032,980,783,903,2017-09-06
7148,814,20116,2262,487,835,2017-09-07
7149,814,24054,2830,1176,2574,2017-09-03
7150,814,5237,135,93,125,2017-09-08
7151,814,12601,716,376,262,2017-09-02
7152,814,16733,1376,331,1278,2017-09-01
7153,814,17968,497,127,58,2017-08-31
7154,814,15055,356,11,148,2017-09-04
7155,814,6593,147,46,16,2017-09-05
7156,815,18928,581,488,514,2016-03-31
7157,815,4043,238,221,127,2016-03-29
7158,815,10039,484,84,140,2016-02-26
7159,815,4193,93,17,63,2016-03-12
7160,815,15462,1472,1164,429,2016-03-28
7161,815,20539,2015,722,988,2016-02-22
7162,815,18593,763,749,270,2016-03-18
7163,815,19226,523,398,496,2016-03-17
7164,815,10407,573,309,556,2016-03-16
7165,815,4524,367,164,356,2016-02-20
7166,815,23077,2676,2291,29,2016-03-30
7167,816,5669,656,617,49,2017-04-05
7168,816,11523,725,283,57,2017-04-03
7169,816,3018,340,260,157,2017-04-01
7170,816,23909,752,183,639,2017-03-30
7171,816,6101,132,33,76,2017-04-04
7172,816,12949,575,15,131,2017-04-08
7173,816,20878,1415,171,674,2017-03-29
7174,817,18020,874,235,248,2016-09-02
7175,817,5919,412,336,82,2016-09-15
7176,817,3681,298,66,155,2016-09-05
7177,817,20420,701,252,195,2016-08-27
7178,817,24366,1475,875,1276,2016-08-24
7179,817,11231,427,9,399,2016-08-21
7180,817,11643,382,119,325,2016-08-25
7181,817,12827,1390,1079,1264,2016-08-20
7182,817,5414,584,42,397,2016-08-26
7183,817,15508,673,153,585,2016-08-19
7184,817,3339,307,280,42,2016-09-04
7185,817,22327,2097,1040,1318,2016-09-12
7186,817,12909,1528,892,829,2016-08-28
7187,818,11084,1279,91,148,2016-11-21
7188,818,3287,183,130,106,2016-11-13
7189,818,18806,1971,350,1413,2016-11-22
7190,818,23339,2387,586,484,2016-11-15
7191,818,17259,1216,79,425,2016-11-28
7192,818,19733,1537,60,565,2016-11-26
7193,818,4809,366,312,37,2016-11-29
7194,818,23551,2206,642,1928,2016-11-17
7195,818,10164,764,125,736,2016-11-19
7196,818,14135,1151,741,784,2016-11-27
7197,818,10981,888,526,751,2016-11-14
7198,818,7855,508,54,110,2016-11-25
7199,818,4346,184,117,1,2016-11-24
7200,818,18467,1195,331,75,2016-11-12
7201,818,21366,1958,179,1404,2016-11-18
7202,819,22766,1368,659,287,2016-02-17
7203,819,14522,364,135,77,2016-02-26
7204,819,23458,1967,814,1909,2016-02-15
7205,819,3290,136,80,0,2016-02-27
7206,819,17462,594,378,392,2016-02-24
7207,819,12656,1481,1281,113,2016-03-10
7208,819,24198,635,483,605,2016-03-13
7209,819,7301,627,284,233,2016-03-03
7210,819,17305,2060,1976,2020,2016-02-22
7211,819,10266,664,63,339,2016-02-23
7212,819,6075,689,243,44,2016-03-05
7213,819,6134,685,62,528,2016-03-16
7214,820,21017,1370,193,1125,2017-01-31
7215,820,20239,1178,411,593,2017-02-20
7216,820,7743,647,477,219,2017-02-13
7217,820,19419,1101,42,233,2017-01-30
7218,820,23668,2110,2008,2061,2017-02-11
7219,820,7405,346,197,193,2017-02-01
7220,820,23548,1778,435,812,2017-02-17
7221,820,22478,2557,2409,1950,2017-02-03
7222,820,8420,257,58,191,2017-02-16
7223,820,21774,2535,2282,620,2017-02-04
7224,820,14239,594,110,416,2017-02-06
7225,820,22891,2210,2131,1392,2017-02-19
7226,820,12836,615,370,436,2017-02-09
7227,820,10276,1036,782,285,2017-02-05
7228,821,7710,884,661,755,2018-01-19
7229,821,3613,218,20,114,2018-01-10
7230,821,13269,517,26,332,2018-01-04
7231,821,14274,1423,769,1287,2017-12-31
7232,821,4648,114,43,112,2018-01-23
7233,821,8227,222,32,125,2018-01-14
7234,821,16322,402,380,182,2018-01-09
7235,821,6225,666,394,214,2018-01-21
7236,821,13599,1610,1052,1466,2018-01-18
7237,821,11891,509,196,490,2017-12-30
7238,821,20051,1960,1844,1038,2017-12-27
7239,821,20203,628,171,137,2018-01-13
7240,822,22633,1754,1610,1318,2016-07-10
7241,822,10311,844,197,415,2016-07-07
7242,822,20055,2254,1384,1971,2016-07-13
7243,822,23887,1965,589,1397,2016-07-09
7244,822,9679,912,433,537,2016-07-08
7245,823,6759,717,696,280,2016-04-17
7246,823,15354,1388,372,548,2016-05-08
7247,823,5533,622,10,443,2016-05-25
7248,823,7388,533,146,65,2016-05-18
7249,823,14873,573,288,274,2016-04-19
7250,824,17264,803,390,260,2016-05-27
7251,824,8378,624,29,50,2016-05-19
7252,824,3491,331,56,150,2016-06-03
7253,824,24353,2162,1250,2156,2016-05-21
7254,824,17137,1583,1205,541,2016-05-23
7255,824,19477,492,282,91,2016-06-08
7256,824,4146,253,22,50,2016-06-10
7257,824,23651,919,629,55,2016-05-17
7258,824,12222,975,282,615,2016-05-18
7259,825,13296,504,28,381,2016-06-02
7260,825,8235,371,90,77,2016-06-26
7261,825,5051,490,140,230,2016-07-03
7262,825,9483,326,74,267,2016-06-18
7263,825,11447,495,444,166,2016-06-08
7264,825,17555,1232,101,382,2016-06-23
7265,825,6098,708,94,670,2016-06-17
7266,825,12326,1374,1303,402,2016-06-13
7267,825,14274,913,442,802,2016-06-30
7268,825,11800,931,239,9,2016-06-03
7269,825,7674,387,267,232,2016-06-16
7270,826,10206,389,42,26,2017-11-09
7271,826,17445,1479,1041,1218,2017-11-11
7272,826,9535,843,320,406,2017-11-13
7273,826,6534,483,474,436,2017-11-07
7274,826,3373,303,42,248,2017-11-08
7275,826,15736,324,80,91,2017-11-10
7276,826,19366,515,47,492,2017-11-12
7277,826,13816,1425,472,365,2017-11-06
7278,827,21785,1593,960,167,2016-01-30
7279,827,17092,552,417,325,2016-01-16
7280,827,23818,1327,710,1167,2016-02-14
7281,827,5501,631,55,359,2016-02-05
7282,827,24197,1946,504,656,2016-01-27
7283,827,8784,895,17,385,2016-01-22
7284,828,5897,380,203,302,2017-08-18
7285,828,13051,1445,730,769,2017-08-12
7286,828,21324,553,195,288,2017-08-15
7287,828,5715,476,272,103,2017-08-17
7288,828,8440,584,278,394,2017-08-14
7289,828,21980,2230,195,1616,2017-08-11
7290,828,15883,331,277,12,2017-08-16
7291,829,9972,220,39,32,2017-08-05
7292,829,12844,1436,618,150,2017-08-02
7293,829,23843,1385,931,1017,2017-07-21
7294,829,12932,489,405,185,2017-07-17
7295,829,17479,1339,1082,687,2017-07-31
7296,829,23038,2629,1618,2151,2017-07-15
7297,829,8596,801,187,419,2017-07-19
7298,829,21474,1190,1019,386,2017-08-01
7299,830,20723,1937,843,1597,2017-12-06
7300,830,12979,1334,907,570,2017-12-03
7301,830,23250,2464,630,318,2017-11-30
7302,830,7094,447,352,365,2017-11-25
7303,830,22999,2452,1538,137,2017-12-02
7304,830,15838,752,400,1,2017-12-04
7305,830,15757,764,99,65,2017-12-07
7306,830,21302,2142,368,747,2017-11-28
7307,830,18274,1389,236,723,2017-11-24
7308,830,11466,358,221,292,2017-11-23
7309,830,4006,138,101,87,2017-11-27
7310,831,22114,2321,261,179,2016-03-03
7311,831,12909,1351,503,677,2016-02-15
7312,831,12867,757,619,603,2016-02-25
7313,831,21924,2378,943,1242,2016-02-29
7314,831,24766,1484,828,148,2016-02-11
7315,831,8217,378,77,195,2016-02-04
7316,831,8470,912,593,698,2016-02-17
7317,831,4097,274,48,247,2016-02-05
7318,831,13645,557,78,14,2016-03-07
7319,831,17775,594,292,240,2016-03-13
7320,831,16359,1427,1170,983,2016-02-08
7321,832,22086,2323,713,630,2016-08-07
7322,832,24602,824,477,796,2016-08-06
7323,832,15737,1649,788,483,2016-07-18
7324,832,16695,1403,516,940,2016-08-04
7325,832,20502,2332,275,844,2016-07-29
7326,832,15670,1550,780,1286,2016-08-01
7327,832,15237,1450,418,334,2016-07-20
7328,832,13437,1006,236,612,2016-07-31
7329,832,8691,486,326,211,2016-07-22
7330,832,5779,509,378,18,2016-07-25
7331,833,17044,1608,376,1144,2016-10-04
7332,833,11764,454,41,417,2016-09-25
7333,833,20535,1328,1301,1127,2016-09-13
7334,833,9920,432,123,216,2016-09-19
7335,833,17729,392,121,34,2016-09-18
7336,833,6582,211,175,157,2016-10-08
7337,833,23551,2069,1876,389,2016-10-09
7338,833,18471,1527,1167,827,2016-09-16
7339,833,3871,133,69,82,2016-09-20
7340,833,9789,790,459,287,2016-10-06
7341,833,24684,2830,381,566,2016-09-29
7342,833,7709,336,41,229,2016-09-22
7343,833,3799,119,76,23,2016-09-30
7344,834,22662,2175,2051,200,2018-01-12
7345,834,10911,368,347,304,2017-12-22
7346,834,18611,757,503,404,2018-01-13
7347,834,14266,844,606,629,2018-01-05
7348,834,20310,2150,1550,1978,2017-12-20
7349,835,8428,182,157,46,2017-10-07
7350,835,6086,610,168,271,2017-10-23
7351,835,14377,1607,1053,280,2017-10-22
7352,835,16387,421,249,120,2017-10-13
7353,835,24095,861,138,639,2017-10-19
7354,836,10714,1070,957,530,2017-05-21
7355,836,3566,191,71,60,2017-06-01
7356,836,9753,602,167,174,2017-05-29
7357,836,23547,2373,2256,1568,2017-05-20
7358,836,15170,669,667,32,2017-05-23
7359,836,15169,1607,1576,279,2017-05-31
7360,836,23306,983,690,818,2017-05-17
7361,836,6933,557,275,556,2017-06-02
7362,836,21564,1421,781,569,2017-05-19
7363,836,20689,1163,589,65,2017-05-24
7364,836,23674,864,205,862,2017-05-16
7365,837,24908,620,613,490,2017-03-01
7366,837,19325,1402,668,1222,2017-03-02
7367,837,24814,2095,721,817,2017-02-23
7368,837,23651,1664,378,1187,2017-02-24
7369,837,6458,282,14,155,2017-02-21
7370,837,20824,2310,119,955,2017-02-22
7371,837,20511,685,520,573,2017-02-26
7372,837,11308,255,175,45,2017-02-25
7373,837,5470,332,227,26,2017-02-28
7374,837,15946,1436,786,1040,2017-03-03
7375,837,21874,1077,873,1073,2017-02-27
7376,838,17273,694,156,542,2017-12-18
7377,838,12404,567,377,470,2017-12-24
7378,838,3613,227,169,39,2017-12-31
7379,838,15395,1679,176,356,2017-12-11
7380,838,3533,157,20,119,2018-01-02
7381,838,12695,1266,868,459,2017-12-13
7382,838,10776,914,353,160,2017-12-27
7383,839,23198,485,469,103,2016-05-06
7384,839,7816,167,18,108,2016-04-29
7385,839,7392,702,371,366,2016-05-08
7386,839,20369,1345,195,132,2016-05-13
7387,839,10055,292,33,129,2016-05-04
7388,839,8982,956,769,577,2016-04-24
7389,840,16220,729,76,300,2017-03-10
7390,840,16866,1731,227,681,2017-03-06
7391,840,13426,1177,1121,1166,2017-03-20
7392,840,20236,628,573,362,2017-03-22
7393,840,24967,2036,874,360,2017-03-08
7394,840,22866,2516,112,1705,2017-03-03
7395,840,7945,873,202,97,2017-03-05
7396,840,21616,2516,86,2450,2017-03-18
7397,840,24582,605,55,247,2017-03-12
7398,841,7927,737,507,220,2017-10-13
7399,841,11004,504,316,465,2017-10-09
7400,841,12042,1416,1326,1326,2017-09-28
7401,841,21683,634,564,235,2017-10-11
7402,841,10483,624,193,273,2017-10-16
7403,841,14305,1011,970,686,2017-10-22
7404,841,17121,1764,1032,1322,2017-10-12
7405,841,9836,819,796,366,2017-10-03
7406,841,14444,648,145,361,2017-10-19
7407,841,19645,2211,90,25,2017-10-04
7408,842,10602,898,813,482,2016-10-07
7409,842,22786,1764,1203,1350,2016-10-12
7410,842,3289,236,1,12,2016-09-28
7411,842,11721,1302,752,143,2016-09-24
7412,842,24238,2495,181,862,2016-09-27
7413,842,16894,917,544,19,2016-10-08
7414,842,16421,653,497,540,2016-10-04
7415,843,15912,406,246,372,2017-06-04
7416,843,12931,596,197,95,2017-06-07
7417,843,16804,619,99,276,2017-05-30
7418,843,7144,737,547,536,2017-06-01
7419,843,17825,1629,38,1267,2017-06-02
7420,843,21508,1181,814,865,2017-05-23
7421,843,5846,434,182,409,2017-05-24
7422,843,13811,1646,1604,965,2017-05-28
7423,843,13280,1251,1034,467,2017-05-25
7424,843,4214,120,72,15,2017-06-06
7425,843,9943,329,98,290,2017-06-03
7426,843,13606,776,402,694,2017-05-29
7427,843,18093,569,101,317,2017-05-31
7428,843,6168,238,192,52,2017-06-05
7429,844,10759,796,469,257,2017-05-07
7430,844,4662,524,370,373,2017-05-03
7431,844,16276,1537,1391,1309,2017-04-21
7432,844,22398,1442,1009,78,2017-04-16
7433,844,5749,620,7,7,2017-04-26
7434,844,17541,872,779,400,2017-04-17
7435,844,5538,384,117,340,2017-05-02
7436,844,13012,873,754,579,2017-04-19
7437,845,24310,2413,1344,927,2016-10-28
7438,845,12329,1268,970,922,2016-11-28
7439,845,18513,1812,1253,574,2016-11-19
7440,845,15612,1224,902,455,2016-11-23
7441,845,11055,1036,22,12,2016-11-12
7442,846,14433,1261,344,315,2016-04-10
7443,846,6368,421,347,363,2016-04-12
7444,846,11593,1074,1021,504,2016-04-28
7445,846,22570,1868,1799,975,2016-04-08
7446,846,8230,411,47,278,2016-03-30
7447,846,22234,667,313,274,2016-03-28
7448,847,11673,1129,1037,862,2016-02-22
7449,847,17549,881,390,304,2016-02-26
7450,847,24256,1040,74,711,2016-02-21
7451,847,15844,1844,896,170,2016-02-20
7452,847,21966,2284,1740,326,2016-02-27
7453,847,21992,2514,67,655,2016-02-14
7454,847,13363,278,262,274,2016-02-12
7455,847,13068,1100,1089,944,2016-02-09
7456,847,23120,485,326,315,2016-02-18
7457,847,15652,1870,1223,1106,2016-02-23
7458,847,11361,483,67,209,2016-02-25
7459,847,21530,2207,1744,2005,2016-02-19
7460,847,5023,317,186,237,2016-02-17
7461,848,22504,2115,1256,896,2018-01-05
7462,848,6480,518,113,356,2017-12-29
7463,848,22778,2506,1303,46,2018-01-07
7464,848,21213,1612,616,28,2017-12-27
7465,848,6586,217,119,104,2017-12-30
7466,849,10778,576,485,155,2017-07-12
7467,849,10590,714,619,177,2017-07-18
7468,849,21249,1808,1374,1518,2017-07-16
7469,849,5838,274,31,270,2017-07-14
7470,849,23045,1421,93,1317,2017-07-20
7471,849,14844,803,769,399,2017-06-30
7472,850,11369,257,176,139,2016-12-19
7473,850,3237,213,153,208,2016-12-22
7474,850,23785,1149,77,985,2017-01-06
7475,850,5938,640,605,86,2016-12-18
7476,850,21043,1501,1445,1439,2016-12-31
7477,850,13837,538,314,379,2017-01-08
7478,850,4851,509,505,337,2016-12-29
7479,850,16237,1117,822,618,2016-12-20
7480,850,22109,978,693,617,2016-12-17
7481,850,7914,626,3,300,2017-01-04
7482,850,10669,899,613,179,2016-12-26
7483,850,4503,426,283,230,2017-01-05
7484,851,10884,547,332,448,2016-02-26
7485,851,6776,412,3,295,2016-02-14
7486,851,6676,287,180,207,2016-02-10
7487,851,20325,647,396,547,2016-02-12
7488,851,11087,1016,505,298,2016-02-21
7489,851,15854,1040,347,769,2016-02-16
7490,851,15114,303,3,261,2016-02-15
7491,852,23940,1681,1385,1473,2016-07-29
7492,852,5881,444,85,268,2016-08-03
7493,852,17512,1273,720,944,2016-07-30
7494,852,22940,2645,810,1367,2016-07-31
7495,852,13415,1479,566,1302,2016-08-06
7496,852,16087,1507,327,226,2016-08-01
7497,853,7506,430,427,341,2016-06-25
7498,853,9512,1078,915,1026,2016-06-15
7499,853,19142,420,247,327,2016-06-29
7500,853,9752,295,80,15,2016-06-17
7501,853,22602,1580,816,639,2016-06-16
7502,853,23875,1586,799,1085,2016-06-28
7503,853,5521,343,118,11,2016-06-11
7504,853,14762,1617,388,1390,2016-06-12
7505,853,21829,1875,103,784,2016-06-19
7506,853,14290,809,87,219,2016-06-13
7507,853,9118,619,250,193,2016-06-21
7508,854,19695,2106,1054,972,2017-11-23
7509,854,19260,524,330,159,2017-11-18
7510,854,6308,600,84,78,2017-10-30
7511,854,24561,1837,710,41,2017-11-01
7512,854,18859,442,253,340,2017-11-04
7513,854,14813,1072,170,664,2017-11-03
7514,854,18063,2125,1277,1810,2017-10-27
7515,854,15534,1469,238,1226,2017-11-12
7516,854,22579,579,399,138,2017-11-11
7517,854,5000,226,15,4,2017-11-02
7518,855,4490,533,429,298,2017-11-08
7519,855,7766,765,72,589,2017-11-21
7520,855,20274,1603,801,712,2017-11-15
7521,855,4270,155,135,15,2017-12-07
7522,855,5814,605,160,577,2017-11-09
7523,855,9316,363,268,304,2017-12-14
7524,856,16352,1192,45,972,2016-07-25
7525,856,4291,145,17,92,2016-08-03
7526,856,11907,390,176,283,2016-08-10
7527,856,19224,1575,774,891,2016-08-02
7528,856,14814,462,137,363,2016-08-05
7529,856,20296,494,402,114,2016-08-12
7530,856,22010,1047,159,743,2016-07-20
7531,856,16797,1063,505,812,2016-08-11
7532,856,10559,281,44,208,2016-07-30
7533,857,12344,526,248,380,2017-05-31
7534,857,14862,1173,590,115,2017-05-16
7535,857,4375,471,457,99,2017-05-30
7536,857,3734,282,141,92,2017-05-25
7537,857,5545,180,78,97,2017-05-15
7538,857,7087,300,12,68,2017-05-23
7539,857,18891,1083,1048,738,2017-05-24
7540,858,6657,486,98,294,2017-03-18
7541,858,22321,2384,1319,1135,2017-03-12
7542,858,18464,2080,1195,1134,2017-03-20
7543,858,9266,946,401,547,2017-03-16
7544,858,3980,459,139,420,2017-03-15
7545,858,5554,398,352,297,2017-03-17
7546,858,21941,2393,605,68,2017-03-13
7547,858,7690,657,267,435,2017-03-24
7548,858,8776,703,570,232,2017-03-09
7549,859,15080,1430,1031,1101,2017-01-01
7550,859,12194,699,584,450,2016-12-15
7551,859,13725,1478,1341,1270,2016-12-25
7552,859,16246,1878,509,1707,2017-01-03
7553,859,4989,544,317,512,2016-12-26
7554,859,5707,627,586,393,2016-12-16
7555,859,19027,1830,281,39,2016-12-14
7556,859,22831,793,777,168,2016-12-24
7557,859,13080,1005,437,627,2017-01-06
7558,859,12851,470,31,398,2016-12-23
7559,860,10131,845,429,378,2017-04-01
7560,860,10109,307,44,101,2017-04-26
7561,860,6834,143,98,98,2017-04-02
7562,860,22689,2102,1108,1398,2017-03-23
7563,860,6132,136,124,37,2017-03-26
7564,860,12861,1338,842,1323,2017-04-08
7565,861,19729,1207,1182,1006,2017-01-09
7566,861,14057,1529,204,1213,2017-01-07
7567,861,19010,728,110,676,2017-01-23
7568,861,17092,1398,8,848,2017-01-19
7569,861,18355,572,250,277,2017-01-08
7570,861,6405,218,42,68,2017-01-12
7571,861,19873,964,630,216,2017-01-22
7572,861,17325,1515,864,963,2017-01-24
7573,861,9589,376,258,334,2017-01-28
7574,861,14777,588,247,90,2017-01-04
7575,862,15449,532,287,1,2016-07-19
7576,862,22778,1347,211,944,2016-07-13
7577,862,13497,1329,386,727,2016-07-14
7578,862,12842,1350,1319,494,2016-07-21
7579,862,16651,1673,1460,1543,2016-07-12
7580,862,6783,802,648,688,2016-07-17
7581,862,21980,1369,3,661,2016-07-18
7582,862,19110,1996,531,1071,2016-07-23
7583,862,11495,474,349,378,2016-07-16
7584,862,12922,675,129,342,2016-07-20
7585,862,9542,1061,857,13,2016-07-15
7586,862,23948,1262,141,970,2016-07-24
7587,863,4155,161,129,12,2016-06-29
7588,863,11871,1302,95,1284,2016-06-08
7589,863,13834,655,446,198,2016-06-18
7590,863,11458,1343,1270,707,2016-06-04
7591,863,8563,531,338,245,2016-06-09
7592,863,3317,381,70,25,2016-06-16
7593,863,17987,1219,132,243,2016-06-27
7594,863,6046,176,94,101,2016-06-15
7595,864,4244,479,176,260,2016-07-27
7596,864,15119,951,389,718,2016-08-04
7597,864,6381,648,49,430,2016-08-13
7598,864,13758,626,201,21,2016-07-20
7599,864,10164,868,707,739,2016-07-23
7600,864,23056,2571,2046,2300,2016-08-07
7601,864,24520,849,746,610,2016-08-05
7602,864,11294,1118,661,123,2016-07-30
7603,864,4481,212,70,83,2016-08-14
7604,864,3033,182,173,57,2016-08-11
7605,864,10064,661,466,233,2016-08-03
7606,864,7278,561,25,515,2016-07-29
7607,864,6947,804,440,296,2016-08-12
7608,864,23145,1538,618,454,2016-07-25
7609,865,5092,190,84,116,2017-11-04
7610,865,13743,1387,1208,390,2017-11-02
7611,865,9993,349,248,233,2017-10-29
7612,865,7424,739,142,403,2017-10-20
7613,865,17521,1381,431,410,2017-10-21
7614,865,21622,1117,535,415,2017-10-13
7615,866,13888,496,18,40,2017-03-10
7616,866,21007,1961,965,350,2017-03-06
7617,866,22243,854,38,146,2017-04-04
7618,866,15173,1542,413,736,2017-03-27
7619,866,9798,374,69,192,2017-03-11
7620,866,7682,793,429,527,2017-03-30
7621,866,15886,1449,552,552,2017-03-26
7622,866,5836,414,376,90,2017-03-18
7623,866,13293,334,44,271,2017-04-10
7624,866,18158,1442,705,820,2017-03-29
7625,866,15243,960,74,847,2017-03-19
7626,866,12543,846,620,512,2017-03-07
7627,866,22944,2023,1140,1602,2017-04-05
7628,867,7284,488,232,258,2016-10-28
7629,867,3953,200,106,59,2016-10-23
7630,867,5794,687,349,435,2016-10-25
7631,867,11087,539,187,174,2016-10-27
7632,867,4043,446,59,75,2016-10-24
7633,867,12405,538,123,359,2016-10-29
7634,867,23654,2200,1543,939,2016-10-22
7635,867,6128,241,213,215,2016-10-26
7636,868,8291,378,339,32,2016-04-04
7637,868,7925,194,95,50,2016-04-21
7638,868,22500,1911,1403,591,2016-04-01
