OrderID,CustomerID,OrderDate,ShippingDate,ExpectedDeliveryDate,ActualDeliveryDate,ShippingTierID,SupplierID,OrderChannel
OR-068358,CUST-00872,2022-12-11 02:02:00+00:00,2022-12-19 18:51:00+00:00,2022-12-29 10:58:00+00:00,2022-12-26 19:43:00+00:00,SHP-001,SUP-08,Online
OR-068359,CUST-12858,2023-04-06 23:41:00+00:00,2023-04-13 12:27:00+00:00,2023-04-28 21:57:00+00:00,2023-05-07 02:56:00+00:00,SHP-003,SUP-05,Online
OR-068360,CUST-06256,2012-10-26 23:15:00+00:00,2012-10-26 23:23:00+00:00,2012-10-26 23:42:00+00:00,2012-10-26 23:31:00+00:00,SHP-004,SUP-03,Retail PoS
OR-068361,CUST-02130,2024-05-25 11:55:00+00:00,2024-06-01 14:30:00+00:00,2024-06-17 05:42:00+00:00,2024-06-07 16:09:00+00:00,SHP-002,SUP-08,Online
OR-068362,CUST-15970,2019-05-12 13:16:00+00:00,2019-05-16 23:08:00+00:00,2019-06-03 09:37:00+00:00,2019-05-26 19:18:00+00:00,SHP-001,SUP-10,Online
OR-068363,CUST-08249,2019-08-23 08:35:00+00:00,2019-08-27 04:30:00+00:00,2019-09-03 20:15:00+00:00,2019-09-14 03:29:00+00:00,SHP-002,SUP-07,Online
OR-068364,CUST-17834,2016-03-08 07:16:00+00:00,2016-03-15 10:46:00+00:00,2016-03-27 01:06:00+00:00,2016-03-25 14:26:00+00:00,SHP-003,SUP-05,Online
OR-068365,CUST-09032,2020-05-18 10:59:00+00:00,2020-05-25 01:30:00+00:00,2020-06-03 23:15:00+00:00,2020-05-27 08:36:00+00:00,SHP-002,SUP-07,Online
OR-068366,CUST-10696,2023-01-20 09:44:00+00:00,2023-01-20 09:54:00+00:00,2023-01-20 10:05:00+00:00,2023-01-20 10:03:00+00:00,SHP-004,SUP-01,Retail PoS
OR-068367,CUST-06442,2023-05-10 22:37:00+00:00,2023-05-18 18:11:00+00:00,2023-05-21 09:30:00+00:00,2023-06-17 00:04:00+00:00,SHP-001,SUP-10,Online
OR-068368,CUST-00531,2022-05-29 07:41:00+00:00,2022-06-06 20:36:00+00:00,2022-06-21 07:29:00+00:00,2022-06-26 00:52:00+00:00,SHP-001,SUP-09,Online
OR-068369,CUST-09796,2023-06-10 17:09:00+00:00,2023-06-19 15:43:00+00:00,2023-06-24 14:32:00+00:00,2023-06-21 13:39:00+00:00,SHP-003,SUP-07,Online
OR-068370,CUST-14030,2022-03-28 20:31:00+00:00,2022-04-08 15:32:00+00:00,2022-04-09 03:59:00+00:00,2022-04-08 22:56:00+00:00,SHP-003,SUP-08,Online
OR-068371,CUST-09849,2018-05-31 13:01:00+00:00,2018-06-02 00:14:00+00:00,2018-06-09 19:42:00+00:00,2018-06-05 13:41:00+00:00,SHP-003,SUP-10,Online
OR-068372,CUST-12856,2022-04-01 04:52:00+00:00,2022-04-09 13:31:00+00:00,2022-04-13 19:50:00+00:00,2022-05-08 18:08:00+00:00,SHP-001,SUP-06,Online
OR-068373,CUST-03296,2023-12-31 02:35:00+00:00,2024-01-06 14:48:00+00:00,2024-01-23 14:18:00+00:00,2024-01-20 02:12:00+00:00,SHP-005,SUP-08,Retail PoS
OR-068374,CUST-08913,2024-06-09 17:18:00+00:00,2024-06-16 18:45:00+00:00,2024-06-26 02:32:00+00:00,2024-06-19 14:28:00+00:00,SHP-001,SUP-07,Online
OR-068375,CUST-14209,2023-01-13 15:19:00+00:00,2023-01-21 18:43:00+00:00,2023-02-10 16:53:00+00:00,2023-02-09 00:06:00+00:00,SHP-002,SUP-09,Online
OR-068376,CUST-16658,2024-05-22 01:19:00+00:00,2024-05-29 21:43:00+00:00,2024-05-31 13:39:00+00:00,2024-06-10 16:40:00+00:00,SHP-002,SUP-05,Online
OR-068377,CUST-13577,2020-07-05 17:05:00+00:00,2020-07-09 16:45:00+00:00,2020-07-29 04:50:00+00:00,2020-07-25 18:07:00+00:00,SHP-001,SUP-04,Online
OR-068378,CUST-10507,2020-08-02 14:13:00+00:00,2020-08-02 14:20:00+00:00,2020-08-02 14:33:00+00:00,2020-08-02 14:30:00+00:00,SHP-004,SUP-02,Retail PoS
OR-068379,CUST-18148,2022-07-02 16:51:00+00:00,2022-07-06 09:32:00+00:00,2022-07-23 08:06:00+00:00,2022-07-09 02:14:00+00:00,SHP-002,SUP-09,Online
OR-068380,CUST-09907,2023-08-07 14:28:00+00:00,2023-08-13 06:56:00+00:00,2023-08-15 18:03:00+00:00,2023-08-15 02:00:00+00:00,SHP-003,SUP-08,Online
OR-068381,CUST-15098,2007-02-26 22:31:00+00:00,2007-02-26 22:37:00+00:00,2007-02-26 22:58:00+00:00,2007-02-26 23:01:00+00:00,SHP-004,SUP-05,Retail PoS
OR-068382,CUST-06089,2024-05-25 07:06:00+00:00,2024-05-30 03:07:00+00:00,2024-05-30 23:10:00+00:00,2024-05-30 17:27:00+00:00,SHP-003,SUP-02,Online
OR-068383,CUST-04346,2023-12-06 03:25:00+00:00,2023-12-13 17:10:00+00:00,2023-12-16 00:20:00+00:00,2023-12-15 05:14:00+00:00,SHP-003,SUP-08,Online
OR-068384,CUST-16682,2022-08-05 01:39:00+00:00,2022-08-05 01:46:00+00:00,2022-08-05 02:02:00+00:00,2022-08-05 02:09:00+00:00,SHP-004,SUP-07,Retail PoS
OR-068385,CUST-13041,2022-01-26 10:02:00+00:00,2022-02-06 06:56:00+00:00,2022-02-22 19:12:00+00:00,2022-02-21 15:54:00+00:00,SHP-001,SUP-06,Online
OR-068386,CUST-07083,2013-07-11 15:54:00+00:00,2013-07-15 14:02:00+00:00,2013-07-31 06:55:00+00:00,2013-08-02 14:21:00+00:00,SHP-002,SUP-08,Online
OR-068387,CUST-15503,2019-12-03 03:27:00+00:00,2019-12-09 07:56:00+00:00,2019-12-15 11:46:00+00:00,2019-12-12 19:14:00+00:00,SHP-001,SUP-05,Online
OR-068388,CUST-13119,2017-11-24 15:12:00+00:00,2017-11-24 15:21:00+00:00,2017-11-24 15:37:00+00:00,2017-11-24 15:42:00+00:00,SHP-004,SUP-09,Retail PoS
OR-068389,CUST-02505,2016-08-18 01:57:00+00:00,2016-08-18 02:03:00+00:00,2016-08-18 02:27:00+00:00,2016-08-18 02:24:00+00:00,SHP-004,SUP-01,Retail PoS
OR-068390,CUST-15987,2023-10-17 02:12:00+00:00,2023-10-24 12:25:00+00:00,2023-11-04 22:19:00+00:00,2023-10-29 19:32:00+00:00,SHP-001,SUP-09,Online
OR-068391,CUST-07077,2018-08-06 19:15:00+00:00,2018-08-06 19:22:00+00:00,2018-08-06 19:43:00+00:00,2018-08-06 19:52:00+00:00,SHP-004,SUP-05,Retail PoS
OR-068392,CUST-06936,2016-07-17 03:35:00+00:00,2016-07-17 03:44:00+00:00,2016-07-17 04:02:00+00:00,2016-07-17 03:52:00+00:00,SHP-004,SUP-02,Retail PoS
OR-068393,CUST-13206,2023-01-11 08:25:00+00:00,2023-01-21 17:24:00+00:00,2023-02-07 06:51:00+00:00,2023-02-05 02:15:00+00:00,SHP-003,SUP-02,Online
OR-068394,CUST-18225,2007-08-29 23:41:00+00:00,2007-08-31 20:29:00+00:00,2007-09-18 06:23:00+00:00,2007-09-03 18:39:00+00:00,SHP-001,SUP-03,Online
OR-068395,CUST-17913,2017-12-23 05:51:00+00:00,2017-12-27 10:23:00+00:00,2017-12-29 23:30:00+00:00,2018-01-06 15:57:00+00:00,SHP-003,SUP-09,Online
OR-068396,CUST-06490,2019-05-12 06:36:00+00:00,2019-05-12 06:43:00+00:00,2019-05-12 07:02:00+00:00,2019-05-12 06:52:00+00:00,SHP-004,SUP-05,Retail PoS
OR-068397,CUST-05338,2022-11-14 01:09:00+00:00,2022-11-20 06:57:00+00:00,2022-12-03 00:04:00+00:00,2023-01-01 06:18:00+00:00,SHP-001,SUP-09,Online
OR-068398,CUST-17084,2023-01-16 20:50:00+00:00,2023-01-25 06:48:00+00:00,2023-02-11 22:09:00+00:00,2023-02-03 13:43:00+00:00,SHP-003,SUP-08,Online
OR-068399,CUST-13559,2016-03-16 14:10:00+00:00,2016-03-16 14:17:00+00:00,2016-03-16 14:32:00+00:00,2016-03-16 14:38:00+00:00,SHP-004,SUP-04,Retail PoS
OR-068400,CUST-12410,2023-11-28 02:28:00+00:00,2023-12-08 21:18:00+00:00,2023-12-16 01:16:00+00:00,2023-12-12 12:57:00+00:00,SHP-001,SUP-01,Online
OR-068401,CUST-15113,2019-12-12 00:55:00+00:00,2019-12-12 01:00:00+00:00,2019-12-12 01:21:00+00:00,2019-12-12 01:33:00+00:00,SHP-004,SUP-10,Retail PoS
OR-068402,CUST-11794,2012-08-29 22:26:00+00:00,2012-08-29 22:36:00+00:00,2012-08-29 22:49:00+00:00,2012-08-29 23:01:00+00:00,SHP-004,SUP-03,Retail PoS
OR-068403,CUST-04103,2021-04-12 10:44:00+00:00,2021-04-23 08:52:00+00:00,2021-05-11 20:35:00+00:00,2021-05-18 06:16:00+00:00,SHP-001,SUP-01,Online
OR-068404,CUST-06963,2000-09-12 04:30:00+00:00,2000-09-21 04:46:00+00:00,2000-09-22 13:07:00+00:00,2000-09-22 08:50:00+00:00,SHP-003,SUP-03,Online
OR-068405,CUST-04732,2018-09-04 14:53:00+00:00,2018-09-15 02:17:00+00:00,2018-09-29 06:26:00+00:00,2018-09-26 05:15:00+00:00,SHP-003,SUP-10,Online
OR-068406,CUST-17604,2023-08-28 17:51:00+00:00,2023-08-28 17:57:00+00:00,2023-08-28 18:17:00+00:00,2023-08-28 18:14:00+00:00,SHP-004,SUP-10,Retail PoS
OR-068407,CUST-08873,2022-02-08 09:31:00+00:00,2022-02-16 17:45:00+00:00,2022-03-01 01:42:00+00:00,2022-03-11 15:09:00+00:00,SHP-001,SUP-02,Online
OR-068408,CUST-17007,2023-06-16 18:59:00+00:00,2023-06-19 09:20:00+00:00,2023-06-20 19:23:00+00:00,2023-06-20 15:43:00+00:00,SHP-002,SUP-05,Online
OR-068409,CUST-12201,2022-08-03 12:24:00+00:00,2022-08-08 14:22:00+00:00,2022-08-17 17:06:00+00:00,2022-08-11 17:22:00+00:00,SHP-001,SUP-01,Online
OR-068410,CUST-04117,2017-02-03 10:37:00+00:00,2017-02-03 10:46:00+00:00,2017-02-03 10:57:00+00:00,2017-02-03 11:16:00+00:00,SHP-004,SUP-01,Retail PoS
OR-068411,CUST-10370,2023-05-10 11:08:00+00:00,2023-05-18 17:31:00+00:00,2023-05-23 18:47:00+00:00,2023-05-19 19:18:00+00:00,SHP-001,SUP-06,Online
OR-068412,CUST-17716,2020-09-02 19:11:00+00:00,2020-09-05 00:51:00+00:00,2020-09-14 11:27:00+00:00,2020-10-11 07:53:00+00:00,SHP-002,SUP-04,Online
OR-068413,CUST-07869,2015-09-02 09:42:00+00:00,2015-09-05 03:58:00+00:00,2015-09-07 17:01:00+00:00,2015-09-06 20:49:00+00:00,SHP-002,SUP-01,Online
OR-068414,CUST-18744,2021-12-06 17:52:00+00:00,2021-12-06 18:02:00+00:00,2021-12-06 18:16:00+00:00,2021-12-06 18:17:00+00:00,SHP-004,SUP-02,Retail PoS
OR-068415,CUST-08120,2018-04-18 02:29:00+00:00,2018-04-18 02:36:00+00:00,2018-04-18 02:59:00+00:00,2018-04-18 02:54:00+00:00,SHP-004,SUP-03,Retail PoS
OR-068416,CUST-08455,2020-10-16 08:25:00+00:00,2020-10-16 08:33:00+00:00,2020-10-16 08:54:00+00:00,2020-10-16 08:58:00+00:00,SHP-004,SUP-06,Retail PoS
OR-068417,CUST-01886,2018-06-11 01:39:00+00:00,2018-06-20 00:57:00+00:00,2018-07-06 18:29:00+00:00,2018-07-15 20:04:00+00:00,SHP-002,SUP-05,Online
OR-068418,CUST-15641,2023-09-07 15:13:00+00:00,2023-09-09 14:16:00+00:00,2023-09-29 03:23:00+00:00,2023-10-17 08:09:00+00:00,SHP-001,SUP-09,Online
OR-068419,CUST-05096,2023-05-05 16:57:00+00:00,2023-05-10 03:09:00+00:00,2023-05-19 08:57:00+00:00,2023-05-15 00:31:00+00:00,SHP-002,SUP-02,Online
OR-068420,CUST-09397,2023-04-26 07:00:00+00:00,2023-04-26 07:05:00+00:00,2023-04-26 07:27:00+00:00,2023-04-26 07:38:00+00:00,SHP-004,SUP-03,Retail PoS
OR-068421,CUST-08968,2024-05-12 04:46:00+00:00,2024-05-12 04:54:00+00:00,2024-05-12 05:07:00+00:00,2024-05-12 05:03:00+00:00,SHP-004,SUP-05,Retail PoS
OR-068422,CUST-05524,2022-07-21 13:52:00+00:00,2022-07-21 14:02:00+00:00,2022-07-21 14:22:00+00:00,2022-07-21 14:14:00+00:00,SHP-004,SUP-04,Retail PoS
OR-068423,CUST-02434,2023-01-26 18:56:00+00:00,2023-01-26 19:04:00+00:00,2023-01-26 19:23:00+00:00,2023-01-26 19:17:00+00:00,SHP-004,SUP-07,Retail PoS
OR-068424,CUST-00803,2019-07-10 08:09:00+00:00,2019-07-10 08:15:00+00:00,2019-07-10 08:31:00+00:00,2019-07-10 08:24:00+00:00,SHP-004,SUP-09,Retail PoS
OR-068425,CUST-19655,2018-06-01 06:51:00+00:00,2018-06-01 06:59:00+00:00,2018-06-01 07:18:00+00:00,2018-06-01 07:26:00+00:00,SHP-004,SUP-04,Retail PoS
OR-068426,CUST-17037,2020-11-18 15:35:00+00:00,2020-11-28 00:33:00+00:00,2020-11-28 17:01:00+00:00,2020-11-28 09:43:00+00:00,SHP-003,SUP-03,Online
OR-068427,CUST-09316,2018-02-20 03:40:00+00:00,2018-02-20 03:46:00+00:00,2018-02-20 04:03:00+00:00,2018-02-20 04:01:00+00:00,SHP-004,SUP-09,Retail PoS
OR-068428,CUST-19214,2013-02-23 10:48:00+00:00,2013-03-02 07:26:00+00:00,2013-03-05 22:49:00+00:00,2013-03-03 17:29:00+00:00,SHP-002,SUP-05,Online
OR-068429,CUST-11838,2024-05-05 13:56:00+00:00,2024-05-05 14:05:00+00:00,2024-05-05 14:17:00+00:00,2024-05-05 14:33:00+00:00,SHP-004,SUP-06,Retail PoS
OR-068430,CUST-01682,2023-07-15 03:51:00+00:00,2023-07-23 13:27:00+00:00,2023-07-25 11:12:00+00:00,2023-07-25 09:53:00+00:00,SHP-003,SUP-06,Online
OR-068431,CUST-14732,2023-12-18 10:47:00+00:00,2023-12-18 10:57:00+00:00,2023-12-18 11:09:00+00:00,2023-12-18 11:08:00+00:00,SHP-004,SUP-10,Retail PoS
OR-068432,CUST-16302,2023-12-18 13:35:00+00:00,2023-12-18 13:40:00+00:00,2023-12-18 14:01:00+00:00,2023-12-18 14:05:00+00:00,SHP-004,SUP-07,Retail PoS
OR-068433,CUST-06757,2020-04-04 23:52:00+00:00,2020-04-14 23:31:00+00:00,2020-04-26 19:25:00+00:00,2020-04-20 21:10:00+00:00,SHP-002,SUP-03,Online
OR-068434,CUST-04008,2024-04-01 20:45:00+00:00,2024-04-01 20:51:00+00:00,2024-04-01 21:15:00+00:00,2024-04-01 21:01:00+00:00,SHP-004,SUP-07,Retail PoS
OR-068435,CUST-01640,2018-06-16 03:46:00+00:00,2018-06-17 14:05:00+00:00,2018-06-25 12:51:00+00:00,2018-06-30 13:00:00+00:00,SHP-001,SUP-05,Online
OR-068436,CUST-16538,2023-12-22 11:50:00+00:00,2023-12-22 12:00:00+00:00,2023-12-22 12:20:00+00:00,2023-12-22 12:22:00+00:00,SHP-004,SUP-08,Retail PoS
OR-068437,CUST-03199,2018-10-22 13:41:00+00:00,2018-10-24 21:59:00+00:00,2018-11-14 13:56:00+00:00,2018-11-28 20:33:00+00:00,SHP-002,SUP-03,Online
OR-068438,CUST-16637,2021-07-24 04:16:00+00:00,2021-07-27 17:43:00+00:00,2021-08-05 09:07:00+00:00,2021-07-30 16:45:00+00:00,SHP-001,SUP-06,Online
OR-068439,CUST-09592,2020-05-01 06:38:00+00:00,2020-05-11 08:32:00+00:00,2020-05-23 05:52:00+00:00,2020-05-30 02:09:00+00:00,SHP-002,SUP-06,Online
OR-068440,CUST-07275,2012-05-05 00:08:00+00:00,2012-05-08 19:24:00+00:00,2012-05-11 15:36:00+00:00,2012-05-28 10:17:00+00:00,SHP-002,SUP-03,Online
OR-068441,CUST-19664,2023-01-06 15:13:00+00:00,2023-01-09 19:14:00+00:00,2023-01-09 21:47:00+00:00,2023-01-09 12:09:00+00:00,SHP-003,SUP-10,Online
OR-068442,CUST-03429,2012-11-02 20:12:00+00:00,2012-11-04 06:17:00+00:00,2012-11-05 07:45:00+00:00,2012-11-16 16:07:00+00:00,SHP-003,SUP-06,Online
OR-068443,CUST-02961,2024-05-27 13:51:00+00:00,2024-05-27 13:56:00+00:00,2024-05-27 14:15:00+00:00,2024-05-27 14:15:00+00:00,SHP-004,SUP-03,Retail PoS
OR-068444,CUST-15885,2011-08-16 09:42:00+00:00,2011-08-26 19:17:00+00:00,2011-08-30 07:37:00+00:00,2011-08-29 01:18:00+00:00,SHP-001,SUP-01,Online
OR-068445,CUST-19043,2016-08-22 08:52:00+00:00,2016-08-25 16:35:00+00:00,2016-09-05 01:43:00+00:00,2016-09-23 23:04:00+00:00,SHP-001,SUP-09,Online
OR-068446,CUST-19991,2023-07-16 10:28:00+00:00,2023-07-18 07:05:00+00:00,2023-07-19 05:51:00+00:00,2023-07-18 20:43:00+00:00,SHP-003,SUP-02,Online
OR-068447,CUST-00970,2023-12-28 08:27:00+00:00,2024-01-06 05:06:00+00:00,2024-01-25 13:45:00+00:00,2024-01-15 16:03:00+00:00,SHP-001,SUP-06,Online
OR-068448,CUST-11449,2015-12-06 15:50:00+00:00,2015-12-14 13:00:00+00:00,2015-12-31 08:05:00+00:00,2015-12-26 13:37:00+00:00,SHP-002,SUP-10,Online
OR-068449,CUST-07756,2024-05-09 08:14:00+00:00,2024-05-17 10:30:00+00:00,2024-05-27 06:36:00+00:00,2024-05-24 03:08:00+00:00,SHP-002,SUP-01,Online
OR-068450,CUST-12574,2021-10-12 07:23:00+00:00,2021-10-14 22:20:00+00:00,2021-10-22 20:17:00+00:00,2021-10-16 17:12:00+00:00,SHP-002,SUP-08,Online
OR-068451,CUST-09700,2016-11-26 13:45:00+00:00,2016-12-02 11:31:00+00:00,2016-12-21 21:04:00+00:00,2016-12-19 12:24:00+00:00,SHP-002,SUP-04,Online
OR-068452,CUST-07241,2021-04-21 18:32:00+00:00,2021-04-25 14:45:00+00:00,2021-05-05 00:57:00+00:00,2021-04-30 23:56:00+00:00,SHP-002,SUP-07,Online
OR-068453,CUST-09494,2017-10-03 18:07:00+00:00,2017-10-09 14:21:00+00:00,2017-10-26 20:44:00+00:00,2017-11-18 10:15:00+00:00,SHP-003,SUP-05,Online
OR-068454,CUST-07949,2020-04-04 05:16:00+00:00,2020-04-08 04:06:00+00:00,2020-04-10 20:20:00+00:00,2020-05-05 16:08:00+00:00,SHP-005,SUP-01,Retail PoS
OR-068455,CUST-08009,2023-12-28 03:40:00+00:00,2024-01-04 17:12:00+00:00,2024-01-11 13:57:00+00:00,2024-01-09 21:44:00+00:00,SHP-001,SUP-06,Online
OR-068456,CUST-12628,2024-02-27 13:59:00+00:00,2024-03-08 20:47:00+00:00,2024-03-15 07:24:00+00:00,2024-03-14 17:34:00+00:00,SHP-003,SUP-03,Online
OR-068457,CUST-17868,2023-06-07 02:36:00+00:00,2023-06-17 22:11:00+00:00,2023-06-18 21:55:00+00:00,2023-06-28 16:47:00+00:00,SHP-002,SUP-04,Online
OR-068458,CUST-05207,2024-03-05 10:54:00+00:00,2024-03-14 09:37:00+00:00,2024-03-28 01:14:00+00:00,2024-03-24 14:52:00+00:00,SHP-001,SUP-05,Online
OR-068459,CUST-10748,2020-10-03 10:17:00+00:00,2020-10-11 23:32:00+00:00,2020-10-25 19:11:00+00:00,2020-10-21 08:20:00+00:00,SHP-001,SUP-04,Online
OR-068460,CUST-02189,2024-02-02 17:34:00+00:00,2024-02-11 09:24:00+00:00,2024-02-20 13:08:00+00:00,2024-02-18 05:35:00+00:00,SHP-002,SUP-02,Online
OR-068461,CUST-02093,2024-01-24 15:04:00+00:00,2024-01-24 15:14:00+00:00,2024-01-24 15:25:00+00:00,2024-01-24 15:25:00+00:00,SHP-004,SUP-04,Retail PoS
OR-068462,CUST-11916,2008-01-14 13:14:00+00:00,2008-01-16 11:42:00+00:00,2008-01-22 15:35:00+00:00,2008-01-30 17:05:00+00:00,SHP-001,SUP-09,Online
OR-068463,CUST-04495,2024-04-10 07:35:00+00:00,2024-04-19 22:40:00+00:00,2024-04-27 09:52:00+00:00,2024-04-30 00:30:00+00:00,SHP-002,SUP-05,Online
OR-068464,CUST-12335,2023-05-08 03:30:00+00:00,2023-05-08 03:38:00+00:00,2023-05-08 03:54:00+00:00,2023-05-08 04:07:00+00:00,SHP-004,SUP-03,Retail PoS
OR-068465,CUST-11342,2023-03-18 02:46:00+00:00,2023-03-21 22:11:00+00:00,2023-04-09 04:00:00+00:00,2023-03-25 13:29:00+00:00,SHP-003,SUP-10,Online
OR-068466,CUST-03291,2023-05-30 03:40:00+00:00,2023-05-30 03:46:00+00:00,2023-05-30 04:10:00+00:00,2023-05-30 03:57:00+00:00,SHP-004,SUP-02,Retail PoS
OR-068467,CUST-19094,2018-05-09 17:59:00+00:00,2018-05-13 14:07:00+00:00,2018-05-25 18:22:00+00:00,2018-05-23 00:46:00+00:00,SHP-002,SUP-07,Online
OR-068468,CUST-01986,2020-06-27 04:21:00+00:00,2020-06-30 08:00:00+00:00,2020-07-05 19:13:00+00:00,2020-07-02 04:27:00+00:00,SHP-002,SUP-07,Online
OR-068469,CUST-01928,2022-06-09 11:25:00+00:00,2022-06-10 12:40:00+00:00,2022-06-30 21:03:00+00:00,2022-06-24 12:40:00+00:00,SHP-002,SUP-06,Online
OR-068470,CUST-07549,2021-10-25 10:12:00+00:00,2021-10-28 19:07:00+00:00,2021-11-15 00:20:00+00:00,2021-11-08 21:24:00+00:00,SHP-001,SUP-09,Online
OR-068471,CUST-12606,2022-05-08 07:33:00+00:00,2022-05-15 21:37:00+00:00,2022-05-21 06:43:00+00:00,2022-06-19 10:52:00+00:00,SHP-002,SUP-02,Online
OR-068472,CUST-15971,2018-02-28 11:59:00+00:00,2018-02-28 12:06:00+00:00,2018-02-28 12:27:00+00:00,2018-02-28 12:26:00+00:00,SHP-004,SUP-08,Retail PoS
OR-068473,CUST-05214,2022-07-24 10:21:00+00:00,2022-07-30 20:57:00+00:00,2022-08-09 10:07:00+00:00,2022-08-04 04:24:00+00:00,SHP-001,SUP-01,Online
OR-068474,CUST-18906,2020-05-23 03:45:00+00:00,2020-05-23 03:51:00+00:00,2020-05-23 04:07:00+00:00,2020-05-23 04:21:00+00:00,SHP-004,SUP-02,Retail PoS
OR-068475,CUST-05487,2016-08-17 06:20:00+00:00,2016-08-19 01:02:00+00:00,2016-08-28 22:55:00+00:00,2016-08-26 08:36:00+00:00,SHP-001,SUP-06,Online
OR-068476,CUST-01845,2022-12-04 11:21:00+00:00,2022-12-06 10:30:00+00:00,2022-12-18 20:18:00+00:00,2023-01-05 19:10:00+00:00,SHP-003,SUP-03,Online
OR-068477,CUST-08352,2014-04-28 06:40:00+00:00,2014-05-04 08:51:00+00:00,2014-05-13 21:58:00+00:00,2014-06-05 05:57:00+00:00,SHP-003,SUP-06,Online
OR-068478,CUST-15618,2013-06-24 09:53:00+00:00,2013-06-28 03:58:00+00:00,2013-06-28 20:03:00+00:00,2013-06-28 18:20:00+00:00,SHP-002,SUP-03,Online
OR-068479,CUST-12220,2009-11-02 20:14:00+00:00,2009-11-10 02:42:00+00:00,2009-11-15 16:17:00+00:00,2009-11-28 14:18:00+00:00,SHP-003,SUP-01,Online
OR-068480,CUST-01960,2016-01-06 14:56:00+00:00,2016-01-15 07:38:00+00:00,2016-01-22 07:20:00+00:00,2016-02-10 01:50:00+00:00,SHP-003,SUP-01,Online
OR-068481,CUST-15150,2015-07-07 01:59:00+00:00,2015-07-09 02:49:00+00:00,2015-07-25 16:16:00+00:00,2015-07-14 00:28:00+00:00,SHP-002,SUP-03,Online
OR-068482,CUST-18559,2023-08-09 11:22:00+00:00,2023-08-09 11:30:00+00:00,2023-08-09 11:46:00+00:00,2023-08-09 12:00:00+00:00,SHP-004,SUP-09,Retail PoS
OR-068483,CUST-07250,2021-06-12 18:51:00+00:00,2021-06-12 19:01:00+00:00,2021-06-12 19:12:00+00:00,2021-06-12 19:26:00+00:00,SHP-004,SUP-10,Retail PoS
OR-068484,CUST-10353,2022-10-23 06:14:00+00:00,2022-10-23 06:22:00+00:00,2022-10-23 06:42:00+00:00,2022-10-23 06:46:00+00:00,SHP-004,SUP-05,Retail PoS
OR-068485,CUST-13391,2024-02-12 10:46:00+00:00,2024-02-12 10:51:00+00:00,2024-02-12 11:12:00+00:00,2024-02-12 11:23:00+00:00,SHP-004,SUP-07,Retail PoS
OR-068486,CUST-02372,2023-08-23 21:10:00+00:00,2023-08-23 21:20:00+00:00,2023-08-23 21:40:00+00:00,2023-08-23 21:50:00+00:00,SHP-004,SUP-01,Retail PoS
OR-068487,CUST-00262,2013-09-08 14:28:00+00:00,2013-09-18 09:06:00+00:00,2013-09-20 10:36:00+00:00,2013-09-19 22:48:00+00:00,SHP-001,SUP-06,Online
OR-068488,CUST-05762,2022-11-03 14:33:00+00:00,2022-11-14 14:26:00+00:00,2022-11-25 15:43:00+00:00,2022-11-18 02:00:00+00:00,SHP-002,SUP-02,Online
OR-068489,CUST-13216,2016-05-26 07:03:00+00:00,2016-05-31 12:44:00+00:00,2016-06-17 02:58:00+00:00,2016-06-01 22:42:00+00:00,SHP-003,SUP-04,Online
OR-068490,CUST-09475,2021-03-31 17:43:00+00:00,2021-04-08 02:34:00+00:00,2021-04-19 02:00:00+00:00,2021-05-03 07:04:00+00:00,SHP-002,SUP-04,Online
OR-068491,CUST-12353,2016-08-24 23:44:00+00:00,2016-09-04 17:43:00+00:00,2016-09-21 19:39:00+00:00,2016-09-08 05:22:00+00:00,SHP-001,SUP-09,Online
OR-068492,CUST-05272,2018-05-31 12:18:00+00:00,2018-05-31 12:28:00+00:00,2018-05-31 12:43:00+00:00,2018-05-31 12:58:00+00:00,SHP-004,SUP-02,Retail PoS
OR-068493,CUST-16486,2012-07-28 01:24:00+00:00,2012-07-29 03:42:00+00:00,2012-07-29 07:00:00+00:00,2012-07-29 00:42:00+00:00,SHP-002,SUP-06,Online
OR-068494,CUST-01352,2023-08-10 21:06:00+00:00,2023-08-15 16:35:00+00:00,2023-08-22 14:01:00+00:00,2023-08-19 05:45:00+00:00,SHP-003,SUP-07,Online
OR-068495,CUST-05087,2024-04-10 07:37:00+00:00,2024-04-10 07:46:00+00:00,2024-04-10 08:01:00+00:00,2024-04-10 07:59:00+00:00,SHP-004,SUP-02,Retail PoS
OR-068496,CUST-10569,2009-11-02 09:57:00+00:00,2009-11-08 23:55:00+00:00,2009-11-18 06:54:00+00:00,2009-12-04 07:55:00+00:00,SHP-001,SUP-04,Online
OR-068497,CUST-13046,2023-04-02 17:49:00+00:00,2023-04-04 00:48:00+00:00,2023-04-15 06:57:00+00:00,2023-04-05 15:14:00+00:00,SHP-001,SUP-10,Online
OR-068498,CUST-09224,2024-04-05 09:51:00+00:00,2024-04-09 01:58:00+00:00,2024-04-29 08:06:00+00:00,2024-05-24 19:52:00+00:00,SHP-002,SUP-06,Online
OR-068499,CUST-16597,2022-03-04 17:59:00+00:00,2022-03-14 03:58:00+00:00,2022-03-31 22:49:00+00:00,2022-03-17 21:43:00+00:00,SHP-002,SUP-02,Online
OR-068500,CUST-10640,2018-09-14 04:06:00+00:00,2018-09-15 23:44:00+00:00,2018-09-22 07:57:00+00:00,2018-09-18 11:27:00+00:00,SHP-002,SUP-02,Online
