ReturnID,OrderId,ProductID,Return_reason,ReturnDate,ReturnStatus,RefundAmount,ReturnMethod
RET-010731,OR-080549,PRD-00002,No longer needed,21-01-2023,Refunded,500.8,Store_Drop
RET-010732,OR-071739,PRD-00009,No longer needed,17-01-2023,Approved,7155.98,Courier
RET-010733,OR-092942,PRD-00011,Changed mind,07-01-2023,Approved,10478.04,Store_Drop
RET-010734,OR-120357,PRD-00040,Product no longer wanted,05-01-2023,Refunded,5077.91,Store_Drop
RET-010735,OR-001968,PRD-00094,No longer needed,11-01-2023,Refunded,12832.57,Store_Drop
RET-010736,OR-046336,PRD-00031,Incorrect item shipped,14-01-2023,Refunded,1173.95,Courier
RET-010737,OR-110922,PRD-00007,Product no longer wanted,18-01-2023,Pending,0,Store_Drop
RET-010738,OR-095099,PRD-00106,Better price found elsewhere,18-01-2023,Refunded,2324.49,Courier
RET-010739,OR-109345,PRD-00001,Product no longer wanted,13-01-2023,Refunded,5596.39,Store_Drop
RET-010740,OR-062115,PRD-00197,Received wrong quantity,16-01-2023,Pending,0,Courier
RET-010741,OR-025261,PRD-00413,Received wrong quantity,12-01-2023,Refunded,466.58,Courier
RET-010742,OR-100107,PRD-00001,Received wrong quantity,08-01-2023,Refunded,10422.43,Store_Drop
RET-010743,OR-039674,PRD-00018,Delayed delivery,04-01-2023,Refunded,8199.61,Store_Drop
RET-010744,OR-093810,PRD-00086,Incorrect item shipped,19-01-2023,Refunded,12863.08,Store_Drop
RET-010745,OR-002110,PRD-00025,Received wrong quantity,12-01-2023,Rejected,0,Courier
RET-010746,OR-092766,PRD-00006,No longer needed,15-01-2023,Refunded,5137.58,Store_Drop
RET-010747,OR-080071,PRD-00066,Incorrect item shipped,21-01-2023,Pending,0,Store_Drop
RET-010748,OR-114506,PRD-00089,Changed mind,18-01-2023,Approved,13872.47,Courier
RET-010749,OR-122591,PRD-00326,Product no longer wanted,04-01-2023,Rejected,0,Courier
RET-010750,OR-108055,PRD-00003,Incorrect item shipped,18-01-2023,Approved,10842.89,Courier
RET-010751,OR-031989,PRD-00095,Better price found elsewhere,14-01-2023,Refunded,14829.46,Courier
RET-010752,OR-100186,PRD-00004,Product no longer wanted,10-01-2023,Rejected,0,Courier
RET-010753,OR-056585,PRD-00050,Damaged item,18-01-2023,Rejected,0,Courier
RET-010754,OR-105030,PRD-00001,No longer needed,06-01-2023,Rejected,0,Courier
RET-010755,OR-080791,PRD-00001,Poor customer service,18-01-2023,Rejected,0,Pickup
RET-010756,OR-054968,PRD-00042,Damaged item,06-01-2023,Approved,704.28,Courier
RET-010757,OR-095095,PRD-00016,Product no longer wanted,09-01-2023,Approved,9151.9,Store_Drop
RET-010758,OR-118635,PRD-00053,Product no longer wanted,07-01-2023,Pending,0,Courier
RET-010759,OR-106776,PRD-00031,Damaged item,06-01-2023,Refunded,9609.46,Courier
RET-010760,OR-111092,PRD-00288,Changed mind,12-01-2023,Pending,0,Pickup
RET-010761,OR-106006,PRD-00140,Product no longer wanted,10-01-2023,Pending,0,Courier
RET-010762,OR-082922,PRD-00066,Received wrong quantity,17-01-2023,Pending,0,Courier
RET-010763,OR-011369,PRD-00129,Poor customer service,21-01-2023,Approved,4042.64,Courier
RET-010764,OR-105690,PRD-00001,Better price found elsewhere,06-01-2023,Approved,1721.39,Pickup
RET-010765,OR-054935,PRD-00273,Poor customer service,11-01-2023,Refunded,4900.75,Courier
RET-010766,OR-052625,PRD-00291,Poor customer service,12-01-2023,Refunded,3686.61,Courier
RET-010767,OR-095996,PRD-00004,Better price found elsewhere,13-01-2023,Approved,7381.89,Courier
RET-010768,OR-087502,PRD-00063,Better price found elsewhere,21-01-2023,Approved,5466.25,Store_Drop
RET-010769,OR-099231,PRD-00017,Damaged item,12-01-2023,Approved,6186.91,Store_Drop
RET-010770,OR-023549,PRD-00005,Received wrong quantity,06-01-2023,Refunded,11740.08,Courier
RET-010771,OR-013496,PRD-00015,Received wrong quantity,21-01-2023,Refunded,1124.99,Store_Drop
RET-010772,OR-030122,PRD-00038,Product no longer wanted,05-01-2023,Pending,0,Store_Drop
RET-010773,OR-053086,PRD-00001,Better price found elsewhere,13-01-2023,Approved,10391.55,Store_Drop
RET-010774,OR-072691,PRD-00014,Better price found elsewhere,16-01-2023,Approved,1682.5,Store_Drop
RET-010775,OR-103159,PRD-00002,Poor customer service,08-01-2023,Rejected,0,Store_Drop
RET-010776,OR-104896,PRD-00129,Better price found elsewhere,09-01-2023,Approved,2223.37,Store_Drop
RET-010777,OR-018350,PRD-00007,Poor customer service,21-01-2023,Approved,4436.29,Store_Drop
RET-010778,OR-055406,PRD-00492,Better price found elsewhere,21-01-2023,Approved,2809.12,Pickup
RET-010779,OR-102300,PRD-00011,Changed mind,12-01-2023,Refunded,7946.63,Store_Drop
RET-010780,OR-010147,PRD-00036,Product no longer wanted,19-01-2023,Approved,3776.02,Courier
RET-010781,OR-020824,PRD-00006,Product no longer wanted,11-01-2023,Approved,2768.9,Courier
RET-010782,OR-056858,PRD-00128,Delayed delivery,20-01-2023,Rejected,0,Store_Drop
RET-010783,OR-119316,PRD-00038,Item not as described,18-01-2023,Approved,7279.01,Store_Drop
RET-010784,OR-045682,PRD-00001,Delayed delivery,09-01-2023,Rejected,0,Courier
RET-010785,OR-025234,PRD-00120,Changed mind,13-01-2023,Pending,0,Store_Drop
RET-010786,OR-098715,PRD-00001,Incorrect item shipped,12-01-2023,Pending,0,Courier
RET-010787,OR-122340,PRD-00001,Poor customer service,15-01-2023,Rejected,0,Store_Drop
RET-010788,OR-034394,PRD-00197,Received wrong quantity,09-01-2023,Approved,972.15,Store_Drop
RET-010789,OR-018985,PRD-00011,Received wrong quantity,06-01-2023,Approved,2067.28,Store_Drop
RET-010790,OR-125608,PRD-00014,Damaged item,10-01-2023,Approved,11221.04,Courier
RET-010791,OR-096017,PRD-00181,Incorrect item shipped,18-01-2023,Rejected,0,Store_Drop
RET-010792,OR-051882,PRD-00401,Poor customer service,19-01-2023,Approved,568.98,Store_Drop
RET-010793,OR-062234,PRD-00001,Changed mind,09-01-2023,Refunded,6320.77,Courier
RET-010794,OR-124805,PRD-00203,Incorrect item shipped,15-01-2023,Approved,616.49,Courier
RET-010795,OR-048889,PRD-00001,Received wrong quantity,21-01-2023,Rejected,0,Courier
RET-010796,OR-047023,PRD-00040,Received wrong quantity,11-01-2023,Refunded,7786.27,Courier
RET-010797,OR-017175,PRD-00004,Incorrect item shipped,14-01-2023,Pending,0,Courier
RET-010798,OR-059486,PRD-00049,Product no longer wanted,16-01-2023,Refunded,3679.34,Courier
RET-010799,OR-001975,PRD-00015,Incorrect item shipped,07-01-2023,Approved,7659.49,Courier
RET-010800,OR-003052,PRD-00001,Received wrong quantity,11-01-2023,Approved,10915.11,Courier
RET-010801,OR-119065,PRD-00140,Changed mind,15-01-2023,Approved,2669.93,Courier
RET-010802,OR-104479,PRD-00001,Better price found elsewhere,11-01-2023,Approved,5822.72,Courier
RET-010803,OR-027623,PRD-00001,Damaged item,08-01-2023,Pending,0,Pickup
RET-010804,OR-060386,PRD-00050,Poor customer service,08-01-2023,Approved,3199.37,Pickup
RET-010805,OR-015624,PRD-00154,Damaged item,07-01-2023,Pending,0,Courier
RET-010806,OR-025580,PRD-00083,Changed mind,19-01-2023,Rejected,0,Store_Drop
RET-010807,OR-070031,PRD-00192,Delayed delivery,14-01-2023,Refunded,1659.93,Courier
RET-010808,OR-065577,PRD-00027,No longer needed,10-01-2023,Approved,4798.54,Courier
RET-010809,OR-016723,PRD-00089,Incorrect item shipped,12-01-2023,Rejected,0,Pickup
RET-010810,OR-005934,PRD-00012,Product no longer wanted,14-01-2023,Pending,0,Store_Drop
RET-010811,OR-069616,PRD-00035,Item not as described,13-01-2023,Rejected,0,Store_Drop
RET-010812,OR-089430,PRD-00001,Incorrect item shipped,13-01-2023,Approved,5972.34,Pickup
RET-010813,OR-099883,PRD-00001,Changed mind,09-01-2023,Refunded,4858.99,Courier
RET-010814,OR-013452,PRD-00024,Incorrect item shipped,20-01-2023,Refunded,9107.73,Store_Drop
RET-010815,OR-025240,PRD-00001,Received wrong quantity,18-01-2023,Approved,9310.75,Courier
RET-010816,OR-005980,PRD-00257,Better price found elsewhere,20-01-2023,Refunded,4426.51,Store_Drop
RET-010817,OR-073173,PRD-00016,Product no longer wanted,20-01-2023,Approved,4722.69,Store_Drop
RET-010818,OR-102413,PRD-00037,Damaged item,08-01-2023,Refunded,2151.46,Courier
RET-010819,OR-125559,PRD-00197,No longer needed,17-01-2023,Refunded,3236.89,Courier
RET-010820,OR-027611,PRD-00282,Incorrect item shipped,06-01-2023,Approved,1428.41,Courier
RET-010821,OR-120627,PRD-00004,Item not as described,18-01-2023,Pending,0,Courier
RET-010822,OR-104491,PRD-00203,Changed mind,13-01-2023,Rejected,0,Courier
RET-010823,OR-047764,PRD-00314,No longer needed,18-01-2023,Refunded,1394.82,Store_Drop
RET-010824,OR-098305,PRD-00011,Damaged item,10-01-2023,Pending,0,Store_Drop
RET-010825,OR-066280,PRD-00001,Product no longer wanted,11-01-2023,Refunded,11857.4,Store_Drop
RET-010826,OR-112563,PRD-00017,Received wrong quantity,19-01-2023,Approved,6537.66,Pickup
RET-010827,OR-001187,PRD-00004,Poor customer service,11-01-2023,Refunded,2619.58,Store_Drop
RET-010828,OR-088105,PRD-00013,Delayed delivery,09-01-2023,Pending,0,Courier
RET-010829,OR-025159,PRD-00025,Incorrect item shipped,16-01-2023,Rejected,0,Courier
RET-010830,OR-113244,PRD-00001,Better price found elsewhere,15-01-2023,Rejected,0,Courier
RET-010831,OR-044687,PRD-00004,Damaged item,19-01-2023,Rejected,0,Store_Drop
RET-010832,OR-101181,PRD-00208,Poor customer service,13-01-2023,Approved,417.37,Pickup
RET-010833,OR-085772,PRD-00239,Product no longer wanted,16-01-2023,Approved,2357.43,Courier
RET-010834,OR-037440,PRD-00004,Received wrong quantity,21-01-2023,Pending,0,Courier
RET-010835,OR-018262,PRD-00001,Product no longer wanted,17-01-2023,Rejected,0,Courier
RET-010836,OR-061282,PRD-00109,Delayed delivery,08-01-2023,Refunded,2959.15,Pickup
RET-010837,OR-004706,PRD-00011,Item not as described,07-01-2023,Approved,6454.78,Store_Drop
RET-010838,OR-063930,PRD-00003,Delayed delivery,21-01-2023,Pending,0,Store_Drop
RET-010839,OR-111452,PRD-00174,Better price found elsewhere,17-01-2023,Refunded,4903.92,Pickup
RET-010840,OR-036501,PRD-00006,Item not as described,12-01-2023,Approved,1353.74,Store_Drop
RET-010841,OR-123940,PRD-00009,Better price found elsewhere,20-01-2023,Pending,0,Courier
RET-010842,OR-045796,PRD-00016,Delayed delivery,06-01-2023,Refunded,2175.59,Store_Drop
RET-010843,OR-061870,PRD-00001,No longer needed,04-01-2023,Approved,8481.19,Store_Drop
RET-010844,OR-072506,PRD-00065,Better price found elsewhere,15-01-2023,Pending,0,Store_Drop
RET-010845,OR-122770,PRD-00326,Damaged item,05-01-2023,Approved,690.11,Courier
RET-010846,OR-018645,PRD-00005,Received wrong quantity,04-01-2023,Approved,4830.95,Courier
RET-010847,OR-113895,PRD-00020,Delayed delivery,17-01-2023,Approved,4133.75,Courier
RET-010848,OR-119978,PRD-00227,No longer needed,16-01-2023,Refunded,855.19,Courier
RET-010849,OR-106602,PRD-00015,Product no longer wanted,14-01-2023,Approved,6791.84,Store_Drop
RET-010850,OR-048908,PRD-00097,Received wrong quantity,04-01-2023,Pending,0,Store_Drop
RET-010851,OR-115286,PRD-00001,Poor customer service,04-01-2023,Refunded,1288.78,Courier
RET-010852,OR-025440,PRD-00153,No longer needed,07-01-2023,Approved,4928.38,Courier
RET-010853,OR-112394,PRD-00131,Changed mind,16-01-2023,Approved,1449.09,Store_Drop
RET-010854,OR-000432,PRD-00020,Received wrong quantity,04-01-2023,Refunded,7976.77,Store_Drop
RET-010855,OR-009370,PRD-00002,Damaged item,12-01-2023,Rejected,0,Courier
RET-010856,OR-046340,PRD-00191,Changed mind,19-01-2023,Approved,6324.74,Courier
RET-010857,OR-077379,PRD-00117,Incorrect item shipped,17-01-2023,Rejected,0,Pickup
RET-010858,OR-023496,PRD-00002,Changed mind,19-01-2023,Refunded,10317.3,Courier
RET-010859,OR-031053,PRD-00001,Product no longer wanted,11-01-2023,Rejected,0,Courier
RET-010860,OR-106905,PRD-00012,No longer needed,20-01-2023,Approved,9711.87,Courier
RET-010861,OR-106513,PRD-00027,Better price found elsewhere,13-01-2023,Pending,0,Courier
RET-010862,OR-000036,PRD-00019,Delayed delivery,19-01-2023,Refunded,11638.49,Courier
RET-010863,OR-030909,PRD-00155,Incorrect item shipped,20-01-2023,Pending,0,Courier
RET-010864,OR-100659,PRD-00243,Poor customer service,07-01-2023,Refunded,435.59,Courier
RET-010865,OR-030388,PRD-00163,Received wrong quantity,20-01-2023,Rejected,0,Pickup
RET-010866,OR-022890,PRD-00001,Product no longer wanted,12-01-2023,Refunded,2410.51,Courier
RET-010867,OR-037689,PRD-00360,Received wrong quantity,07-01-2023,Approved,806.06,Store_Drop
RET-010868,OR-051264,PRD-00196,Poor customer service,18-01-2023,Approved,3346.13,Courier
RET-010869,OR-105131,PRD-00002,Incorrect item shipped,08-01-2023,Pending,0,Courier
RET-010870,OR-058766,PRD-00002,Item not as described,08-01-2023,Approved,6127.19,Courier
RET-010871,OR-023764,PRD-00061,Product no longer wanted,04-01-2023,Approved,3323.82,Courier
RET-010872,OR-001251,PRD-00430,Damaged item,19-01-2023,Rejected,0,Courier
RET-010873,OR-019978,PRD-00210,No longer needed,21-01-2023,Refunded,365.95,Courier
RET-010874,OR-075214,PRD-00007,Damaged item,14-01-2023,Refunded,9836.96,Courier
RET-010875,OR-120468,PRD-00050,Damaged item,10-01-2023,Approved,10355.91,Courier
RET-010876,OR-045238,PRD-00001,Poor customer service,15-01-2023,Approved,10453.17,Courier
RET-010877,OR-117493,PRD-00003,Better price found elsewhere,06-01-2023,Refunded,10714.22,Courier
RET-010878,OR-063390,PRD-00002,Received wrong quantity,15-01-2023,Approved,1613.93,Courier
RET-010879,OR-099559,PRD-00015,Delayed delivery,06-01-2023,Refunded,7422.61,Courier
RET-010880,OR-080057,PRD-00001,Incorrect item shipped,06-01-2023,Approved,5065.01,Pickup
RET-010881,OR-080498,PRD-00002,Changed mind,08-01-2023,Approved,6747.01,Courier
RET-010882,OR-104257,PRD-00001,Incorrect item shipped,10-01-2023,Pending,0,Store_Drop
RET-010883,OR-067559,PRD-00105,Item not as described,09-01-2023,Approved,4297.69,Pickup
RET-010884,OR-047459,PRD-00002,Delayed delivery,06-01-2023,Rejected,0,Store_Drop
RET-010885,OR-029635,PRD-00002,Poor customer service,04-01-2023,Approved,10454.15,Courier
RET-010886,OR-015579,PRD-00001,Product no longer wanted,16-01-2023,Approved,10451.02,Courier
RET-010887,OR-121890,PRD-00001,Delayed delivery,05-01-2023,Refunded,6196.31,Store_Drop
RET-010888,OR-068526,PRD-00037,Received wrong quantity,05-01-2023,Pending,0,Pickup
RET-010889,OR-111139,PRD-00005,Product no longer wanted,15-01-2023,Approved,8505.24,Store_Drop
RET-010890,OR-094129,PRD-00003,Received wrong quantity,17-01-2023,Pending,0,Courier
RET-010891,OR-120481,PRD-00004,Incorrect item shipped,11-01-2023,Approved,11546.8,Courier
RET-010892,OR-118789,PRD-00012,Item not as described,07-01-2023,Refunded,8667.96,Store_Drop
RET-010893,OR-042764,PRD-00004,Delayed delivery,14-01-2023,Approved,910.17,Store_Drop
RET-010894,OR-056862,PRD-00001,Changed mind,16-01-2023,Approved,6081.52,Courier
RET-010895,OR-098737,PRD-00001,Delayed delivery,06-01-2023,Rejected,0,Pickup
RET-010896,OR-057151,PRD-00004,No longer needed,07-01-2023,Approved,3045.4,Courier
RET-010897,OR-102098,PRD-00009,No longer needed,16-01-2023,Refunded,2834.67,Store_Drop
RET-010898,OR-092146,PRD-00001,Better price found elsewhere,13-01-2023,Approved,5994.23,Courier
RET-010899,OR-102150,PRD-00213,Incorrect item shipped,14-01-2023,Refunded,1634.65,Store_Drop
RET-010900,OR-092475,PRD-00025,Delayed delivery,14-01-2023,Approved,3219.77,Courier
RET-010901,OR-103283,PRD-00120,Delayed delivery,16-01-2023,Approved,3406.4,Store_Drop
RET-010902,OR-043304,PRD-00184,Product no longer wanted,19-01-2023,Approved,1924.66,Store_Drop
RET-010903,OR-023409,PRD-00343,Changed mind,14-01-2023,Rejected,0,Store_Drop
RET-010904,OR-096312,PRD-00018,Product no longer wanted,04-01-2023,Approved,9647.19,Courier
RET-010905,OR-066750,PRD-00001,Poor customer service,16-01-2023,Approved,8339.14,Store_Drop
RET-010906,OR-084642,PRD-00003,No longer needed,05-01-2023,Approved,8703.73,Store_Drop
RET-010907,OR-107676,PRD-00040,Changed mind,11-01-2023,Pending,0,Courier
RET-010908,OR-105446,PRD-00106,Product no longer wanted,16-01-2023,Approved,325.56,Courier
RET-010909,OR-063842,PRD-00339,No longer needed,12-01-2023,Rejected,0,Pickup
RET-010910,OR-105000,PRD-00073,No longer needed,15-01-2023,Refunded,10975.86,Pickup
RET-010911,OR-049044,PRD-00026,Changed mind,16-01-2023,Rejected,0,Pickup
RET-010912,OR-025839,PRD-00011,Delayed delivery,09-01-2023,Approved,1623.33,Courier
RET-010913,OR-125526,PRD-00261,Received wrong quantity,08-01-2023,Approved,1264.34,Courier
RET-010914,OR-096749,PRD-00010,Delayed delivery,15-01-2023,Approved,7400.54,Store_Drop
RET-010915,OR-098544,PRD-00014,No longer needed,16-01-2023,Pending,0,Courier
RET-010916,OR-031815,PRD-00080,Damaged item,19-01-2023,Rejected,0,Courier
RET-010917,OR-075792,PRD-00003,Item not as described,18-01-2023,Approved,1879.82,Pickup
RET-010918,OR-015007,PRD-00001,No longer needed,16-01-2023,Rejected,0,Store_Drop
RET-010919,OR-034432,PRD-00022,Received wrong quantity,15-01-2023,Rejected,0,Courier
RET-010920,OR-045366,PRD-00068,Poor customer service,16-01-2023,Approved,13372.64,Pickup
RET-010921,OR-034630,PRD-00001,Poor customer service,08-01-2023,Pending,0,Pickup
RET-010922,OR-095001,PRD-00002,Received wrong quantity,10-01-2023,Pending,0,Store_Drop
RET-010923,OR-022869,PRD-00070,No longer needed,15-01-2023,Refunded,8438.62,Pickup
RET-010924,OR-120702,PRD-00011,Better price found elsewhere,21-01-2023,Rejected,0,Pickup
RET-010925,OR-118716,PRD-00001,Changed mind,09-01-2023,Approved,2135.1,Courier
RET-010926,OR-117153,PRD-00007,Better price found elsewhere,21-01-2023,Refunded,1423.83,Courier
RET-010927,OR-026883,PRD-00002,Damaged item,16-01-2023,Rejected,0,Pickup
RET-010928,OR-111757,PRD-00001,Poor customer service,11-01-2023,Approved,6110.69,Courier
RET-010929,OR-076204,PRD-00420,Better price found elsewhere,12-01-2023,Approved,802.38,Pickup
RET-010930,OR-095769,PRD-00062,Item not as described,19-01-2023,Approved,10544.44,Store_Drop
RET-010931,OR-101326,PRD-00001,Received wrong quantity,13-01-2023,Approved,3005.65,Courier
RET-010932,OR-051750,PRD-00108,Poor customer service,15-01-2023,Approved,372.03,Store_Drop
RET-010933,OR-021450,PRD-00008,Damaged item,05-01-2023,Approved,7723.49,Courier
RET-010934,OR-071266,PRD-00001,Product no longer wanted,15-01-2023,Approved,5910.42,Courier
RET-010935,OR-047276,PRD-00002,No longer needed,12-01-2023,Approved,9831.68,Pickup
RET-010936,OR-032512,PRD-00188,No longer needed,12-01-2023,Approved,3537.52,Courier
RET-010937,OR-114006,PRD-00320,Changed mind,04-01-2023,Refunded,828.99,Courier
RET-010938,OR-111120,PRD-00009,Received wrong quantity,14-01-2023,Approved,7917.24,Courier
RET-010939,OR-083589,PRD-00218,Incorrect item shipped,17-01-2023,Pending,0,Courier
RET-010940,OR-084703,PRD-00001,Incorrect item shipped,05-01-2023,Approved,10114.45,Store_Drop
RET-010941,OR-049795,PRD-00115,Product no longer wanted,18-01-2023,Approved,828.02,Courier
RET-010942,OR-123487,PRD-00007,Product no longer wanted,04-01-2023,Approved,2494.8,Courier
RET-010943,OR-074127,PRD-00002,Poor customer service,14-01-2023,Approved,8098.53,Courier
RET-010944,OR-075230,PRD-00004,Damaged item,12-01-2023,Pending,0,Courier
RET-010945,OR-013051,PRD-00001,Item not as described,17-01-2023,Approved,11930.48,Store_Drop
RET-010946,OR-042184,PRD-00164,Item not as described,15-01-2023,Approved,7438.4,Store_Drop
RET-010947,OR-064023,PRD-00077,No longer needed,12-01-2023,Pending,0,Courier
RET-010948,OR-087230,PRD-00102,No longer needed,16-01-2023,Approved,4894.09,Store_Drop
RET-010949,OR-099428,PRD-00015,Item not as described,15-01-2023,Rejected,0,Store_Drop
RET-010950,OR-012541,PRD-00081,Damaged item,21-01-2023,Approved,8662.68,Store_Drop
RET-010951,OR-121266,PRD-00304,Product no longer wanted,10-01-2023,Approved,1157.2,Store_Drop
RET-010952,OR-026688,PRD-00047,No longer needed,16-01-2023,Refunded,7751.72,Courier
RET-010953,OR-077021,PRD-00185,Poor customer service,21-01-2023,Approved,6490.28,Store_Drop
RET-010954,OR-062615,PRD-00007,Better price found elsewhere,17-01-2023,Approved,2071.11,Courier
RET-010955,OR-116966,PRD-00121,Product no longer wanted,13-01-2023,Refunded,1605.55,Store_Drop
RET-010956,OR-113539,PRD-00002,Incorrect item shipped,16-01-2023,Approved,5830.67,Courier
RET-010957,OR-084772,PRD-00038,Damaged item,09-01-2023,Approved,10838.05,Store_Drop
RET-010958,OR-064489,PRD-00003,Better price found elsewhere,15-01-2023,Approved,9063.81,Courier
RET-010959,OR-078579,PRD-00001,Poor customer service,13-01-2023,Approved,9634.39,Store_Drop
RET-010960,OR-039768,PRD-00118,Received wrong quantity,15-01-2023,Refunded,4449.1,Store_Drop
RET-010961,OR-065425,PRD-00011,Item not as described,20-01-2023,Refunded,1877.77,Courier
RET-010962,OR-072089,PRD-00002,Better price found elsewhere,14-01-2023,Rejected,0,Courier
RET-010963,OR-016571,PRD-00004,Delayed delivery,11-01-2023,Refunded,8276.12,Courier
RET-010964,OR-126045,PRD-00280,Changed mind,14-01-2023,Approved,363.88,Courier
RET-010965,OR-039049,PRD-00048,Received wrong quantity,14-01-2023,Rejected,0,Store_Drop
RET-010966,OR-047218,PRD-00001,Incorrect item shipped,21-01-2023,Rejected,0,Courier
RET-010967,OR-004122,PRD-00016,Product no longer wanted,15-01-2023,Approved,6595.96,Courier
RET-010968,OR-026606,PRD-00001,Better price found elsewhere,14-01-2023,Approved,673.8,Store_Drop
RET-010969,OR-041390,PRD-00424,Damaged item,11-01-2023,Approved,755.24,Store_Drop
RET-010970,OR-079988,PRD-00005,Item not as described,05-01-2023,Approved,6963.14,Store_Drop
RET-010971,OR-036745,PRD-00087,Better price found elsewhere,04-01-2023,Approved,11274.23,Pickup
RET-010972,OR-003268,PRD-00008,Incorrect item shipped,18-01-2023,Rejected,0,Store_Drop
RET-010973,OR-036975,PRD-00001,No longer needed,06-01-2023,Refunded,10448.26,Courier
RET-010974,OR-069154,PRD-00008,Product no longer wanted,14-01-2023,Approved,10212.88,Courier
RET-010975,OR-115691,PRD-00011,No longer needed,05-01-2023,Refunded,4570.95,Store_Drop
RET-010976,OR-063750,PRD-00002,Item not as described,13-01-2023,Approved,11266.38,Courier
RET-010977,OR-086414,PRD-00105,Incorrect item shipped,17-01-2023,Refunded,4735.39,Courier
RET-010978,OR-036086,PRD-00191,Received wrong quantity,11-01-2023,Refunded,3854.94,Store_Drop
RET-010979,OR-042459,PRD-00142,Better price found elsewhere,10-01-2023,Refunded,3324.53,Courier
RET-010980,OR-102947,PRD-00001,Delayed delivery,14-01-2023,Pending,0,Courier
RET-010981,OR-091842,PRD-00002,Damaged item,19-01-2023,Refunded,7495.26,Store_Drop
RET-010982,OR-068611,PRD-00032,Changed mind,09-01-2023,Refunded,4837.03,Pickup
RET-010983,OR-009718,PRD-00004,Received wrong quantity,11-01-2023,Approved,8733.96,Courier
RET-010984,OR-034121,PRD-00027,Better price found elsewhere,12-01-2023,Approved,6123.81,Courier
RET-010985,OR-022997,PRD-00055,Damaged item,06-01-2023,Refunded,10268.22,Courier
RET-010986,OR-072756,PRD-00381,No longer needed,17-01-2023,Refunded,3106.2,Pickup
RET-010987,OR-117067,PRD-00003,Better price found elsewhere,12-01-2023,Approved,8380.12,Courier
RET-010988,OR-074606,PRD-00003,Changed mind,04-01-2023,Refunded,5067.52,Pickup
RET-010989,OR-056897,PRD-00001,No longer needed,08-01-2023,Refunded,9471.98,Store_Drop
RET-010990,OR-088727,PRD-00007,Poor customer service,21-01-2023,Approved,7870.82,Pickup
RET-010991,OR-020992,PRD-00171,Poor customer service,05-01-2023,Approved,6558.66,Pickup
RET-010992,OR-095508,PRD-00070,Incorrect item shipped,07-01-2023,Refunded,12052.65,Courier
RET-010993,OR-026824,PRD-00191,Better price found elsewhere,09-01-2023,Rejected,0,Courier
RET-010994,OR-125381,PRD-00025,Changed mind,11-01-2023,Refunded,3379.06,Pickup
RET-010995,OR-089232,PRD-00001,No longer needed,18-01-2023,Approved,6642.3,Courier
RET-010996,OR-096419,PRD-00100,Poor customer service,06-01-2023,Refunded,14933.26,Courier
RET-010997,OR-020081,PRD-00048,Delayed delivery,06-01-2023,Approved,4461.27,Pickup
RET-010998,OR-054517,PRD-00003,Item not as described,07-01-2023,Rejected,0,Store_Drop
RET-010999,OR-096522,PRD-00099,Better price found elsewhere,17-01-2023,Approved,1728.39,Pickup
RET-011000,OR-122006,PRD-00418,Product no longer wanted,18-01-2023,Refunded,931.19,Courier
RET-011001,OR-070400,PRD-00044,Received wrong quantity,18-01-2023,Approved,3436.39,Store_Drop
RET-011002,OR-019792,PRD-00004,Better price found elsewhere,11-01-2023,Pending,0,Courier
RET-011003,OR-081571,PRD-00080,Changed mind,07-01-2023,Approved,12512.4,Courier
RET-011004,OR-077280,PRD-00009,Better price found elsewhere,17-01-2023,Rejected,0,Courier
RET-011005,OR-123824,PRD-00001,Incorrect item shipped,10-01-2023,Approved,7996.93,Store_Drop
RET-011006,OR-077032,PRD-00001,No longer needed,09-01-2023,Refunded,5127.87,Store_Drop
RET-011007,OR-098179,PRD-00001,Item not as described,04-01-2023,Refunded,10484.04,Store_Drop
RET-011008,OR-121976,PRD-00434,Incorrect item shipped,11-01-2023,Refunded,258.8,Courier
RET-011009,OR-122356,PRD-00195,Changed mind,21-01-2023,Pending,0,Courier
RET-011010,OR-120641,PRD-00031,Delayed delivery,20-01-2023,Pending,0,Courier
RET-011011,OR-052431,PRD-00022,Product no longer wanted,15-01-2023,Refunded,612.4,Store_Drop
RET-011012,OR-103655,PRD-00079,Better price found elsewhere,12-01-2023,Approved,8017.23,Store_Drop
RET-011013,OR-023597,PRD-00140,Better price found elsewhere,08-01-2023,Approved,1636.36,Store_Drop
RET-011014,OR-048714,PRD-00025,Incorrect item shipped,21-01-2023,Refunded,9490.11,Store_Drop
RET-011015,OR-077397,PRD-00019,Incorrect item shipped,18-01-2023,Approved,3516.48,Store_Drop
RET-011016,OR-050267,PRD-00014,Received wrong quantity,21-01-2023,Refunded,3001.6,Store_Drop
RET-011017,OR-093590,PRD-00001,Changed mind,06-01-2023,Approved,6985.71,Pickup
RET-011018,OR-120231,PRD-00050,Product no longer wanted,20-01-2023,Approved,2684.83,Courier
RET-011019,OR-037952,PRD-00109,Better price found elsewhere,10-01-2023,Refunded,3798.8,Courier
RET-011020,OR-080976,PRD-00011,Damaged item,14-01-2023,Approved,7974.24,Courier
RET-011021,OR-044095,PRD-00001,Poor customer service,11-01-2023,Approved,7028.39,Pickup
RET-011022,OR-080903,PRD-00137,Poor customer service,16-01-2023,Approved,2603.39,Courier
RET-011023,OR-078496,PRD-00114,Item not as described,09-01-2023,Pending,0,Store_Drop
